t_us,t_s,t_rel,ax,ay,az,gx,gy,gz
1229936188,1229.936188,2.485898,0.560,0.010,0.940,11.970,2.110,1.340
1229943397,1229.943397,2.493107,0.560,0.010,0.940,11.850,2.210,1.360
1229950590,1229.950590,2.500300,0.560,0.010,0.950,11.820,2.230,1.340
1229957141,1229.957141,2.506851,0.560,0.020,0.950,11.890,2.200,1.390
1229964272,1229.964272,2.513982,0.560,0.020,0.940,11.920,2.110,1.390
1229971329,1229.971329,2.521039,0.560,0.010,0.940,11.820,1.830,1.370
1229977221,1229.977221,2.526931,0.560,0.010,0.950,11.790,2.210,1.400
1229983167,1229.983167,2.532877,0.560,0.010,0.950,11.820,2.110,1.450
1229992165,1229.992165,2.541875,0.560,0.010,0.930,11.830,2.170,1.360
1229999167,1229.999167,2.548877,0.560,0.010,0.940,11.910,2.270,1.280
1230006182,1230.006182,2.555892,0.560,0.010,0.930,11.820,2.200,1.370
1230013180,1230.013180,2.562890,0.560,0.010,0.950,11.970,1.880,1.390
1230020224,1230.020224,2.569934,0.560,0.010,0.930,11.850,2.120,1.340
1230027117,1230.027117,2.576827,0.560,0.010,0.940,11.920,2.170,1.420
1230033103,1230.033103,2.582813,0.560,0.010,0.940,12.000,2.120,1.400
1230039191,1230.039191,2.588901,0.560,0.010,0.950,11.970,2.170,1.470
1230045181,1230.045181,2.594891,0.560,0.010,0.940,12.000,2.120,1.440
1230053402,1230.053402,2.603112,0.560,0.010,0.940,12.140,2.310,1.310
1230060177,1230.060177,2.609887,0.570,0.010,0.950,11.760,2.120,1.450
1230066150,1230.066150,2.615860,0.560,0.010,0.950,11.920,2.110,1.280
1230073814,1230.073814,2.623524,0.560,0.010,0.940,11.970,2.140,1.360
1230080870,1230.080870,2.630580,0.560,0.010,0.950,11.890,2.020,1.440
1230087336,1230.087336,2.637046,0.560,0.010,0.940,11.880,2.320,1.270
1230095171,1230.095171,2.644881,0.570,0.010,0.940,11.940,2.270,1.390
1230101645,1230.101645,2.651355,0.560,0.010,0.940,11.860,2.170,1.160
1230107108,1230.107108,2.656818,0.550,0.010,0.950,11.910,2.120,1.300
1230113266,1230.113266,2.662976,0.560,0.010,0.950,11.980,2.110,1.390
1230121173,1230.121173,2.670883,0.570,0.010,0.940,11.890,2.110,1.500
1230127133,1230.127133,2.676843,0.570,0.010,0.940,11.760,2.120,1.390
1230133136,1230.133136,2.682846,0.560,0.010,0.940,11.980,2.110,1.530
1230144676,1230.144676,2.694386,0.560,0.010,0.950,11.760,2.080,1.420
1230153165,1230.153165,2.702875,0.560,0.010,0.950,11.940,2.290,1.480
1230159160,1230.159160,2.708870,0.560,0.020,0.940,11.830,2.140,1.310
1230165171,1230.165171,2.714881,0.570,0.010,0.940,11.880,2.120,1.250
1230171277,1230.171277,2.720987,0.560,0.010,0.950,11.860,2.050,1.250
1230178371,1230.178371,2.728081,0.560,0.010,0.940,11.910,2.020,1.480
1230185132,1230.185132,2.734842,0.560,0.020,0.950,11.980,2.140,1.310
1230192063,1230.192063,2.741773,0.560,0.010,0.940,11.920,2.090,1.400
1230200172,1230.200172,2.749882,0.560,0.010,0.950,11.980,2.090,1.370
1230206163,1230.206163,2.755873,0.570,0.020,0.950,12.020,2.090,1.440
1230213172,1230.213172,2.762882,0.560,0.010,0.940,12.000,2.080,1.360
1230219147,1230.219147,2.768857,0.560,0.010,0.940,11.970,2.200,1.470
1230227410,1230.227410,2.777120,0.560,0.010,0.950,12.000,2.050,1.360
1230234244,1230.234244,2.783954,0.560,0.010,0.940,12.030,2.110,1.400
1230241102,1230.241102,2.790812,0.560,0.020,0.930,11.940,2.310,1.300
1230248151,1230.248151,2.797861,0.560,0.010,0.950,11.880,2.200,1.420
1230254108,1230.254108,2.803818,0.560,0.010,0.930,11.790,2.200,1.400
1230260191,1230.260191,2.809901,0.560,0.010,0.940,11.980,2.230,1.470
1230266168,1230.266168,2.815878,0.560,0.010,0.950,11.880,2.120,1.390
1230272452,1230.272452,2.822162,0.570,0.010,0.950,11.740,2.200,1.190
1230280221,1230.280221,2.829931,0.550,0.010,0.940,11.860,2.050,1.370
1230286224,1230.286224,2.835934,0.560,0.010,0.940,11.980,2.060,1.360
1230293537,1230.293537,2.843247,0.570,0.010,0.950,11.830,2.260,1.310
1230301173,1230.301173,2.850883,0.560,0.010,0.950,11.770,2.150,1.280
1230307249,1230.307249,2.856959,0.560,0.010,0.940,11.860,2.170,1.390
1230314254,1230.314254,2.863964,0.560,0.010,0.950,11.860,2.120,1.330
1230320172,1230.320172,2.869882,0.560,0.010,0.940,11.880,2.080,1.450
1230326202,1230.326202,2.875912,0.570,0.010,0.940,11.760,2.230,1.340
1230333166,1230.333166,2.882876,0.570,0.010,0.930,11.920,2.150,1.390
1230339164,1230.339164,2.888874,0.560,0.010,0.950,11.830,2.060,1.340
1230348179,1230.348179,2.897889,0.560,0.010,0.950,11.910,2.140,1.280
1230354166,1230.354166,2.903876,0.560,0.010,0.950,11.790,2.310,1.390
1230360311,1230.360311,2.910021,0.560,0.010,0.950,12.060,2.230,1.300
1230366472,1230.366472,2.916182,0.560,0.010,0.930,11.830,2.090,1.340
1230373181,1230.373181,2.922891,0.570,0.010,0.940,11.980,2.310,1.480
1230379475,1230.379475,2.929185,0.560,0.010,0.940,11.830,2.080,1.330
1230386186,1230.386186,2.935896,0.560,0.010,0.950,11.890,2.060,1.340
1230394437,1230.394437,2.944147,0.560,0.010,0.940,11.830,2.030,1.180
1230402225,1230.402225,2.951935,0.550,0.010,0.950,11.790,2.350,1.400
1230408140,1230.408140,2.957850,0.560,0.010,0.940,12.050,2.000,1.300
1230414173,1230.414173,2.963883,0.560,0.010,0.940,11.850,2.120,1.530
1230421185,1230.421185,2.970895,0.560,0.010,0.930,11.980,2.030,1.340
1230428394,1230.428394,2.978104,0.560,0.010,0.940,11.790,2.210,1.270
1230435169,1230.435169,2.984879,0.560,0.010,0.940,11.760,2.320,1.310
1230441141,1230.441141,2.990851,0.560,0.010,0.950,11.710,2.240,1.530
1230447164,1230.447164,2.996874,0.560,0.010,0.950,11.940,2.200,1.420
1230453130,1230.453130,3.002840,0.560,0.010,0.940,11.880,2.200,1.310
1230459151,1230.459151,3.008861,0.560,0.020,0.940,11.920,2.060,1.370
1230466861,1230.466861,3.016571,0.560,0.010,0.950,11.910,2.090,1.300
1230473150,1230.473150,3.022860,0.560,0.010,0.940,11.800,2.430,1.310
1230480484,1230.480484,3.030194,0.570,0.020,0.930,11.970,2.120,1.330
1230488295,1230.488295,3.038005,0.560,0.010,0.940,11.890,2.140,1.360
1230495160,1230.495160,3.044870,0.560,0.010,0.940,11.970,2.210,1.370
1230501199,1230.501199,3.050909,0.560,0.010,0.950,11.790,2.140,1.390
1230507143,1230.507143,3.056853,0.560,0.010,0.940,11.800,1.940,1.240
1230513487,1230.513487,3.063197,0.570,0.000,0.940,11.970,2.150,1.280
1230519770,1230.519770,3.069480,0.560,0.010,0.940,11.880,2.310,1.190
1230526373,1230.526373,3.076083,0.570,0.010,0.940,11.890,2.200,1.340
1230533164,1230.533164,3.082874,0.560,0.010,0.950,11.920,2.080,1.300
1230539133,1230.539133,3.088843,0.560,0.010,0.940,11.830,2.200,1.390
1230545121,1230.545121,3.094831,0.560,0.020,0.950,11.710,2.200,1.340
1230551123,1230.551123,3.100833,0.560,0.010,0.940,11.850,2.150,1.390
1230558938,1230.558938,3.108648,0.560,0.010,0.950,11.980,2.200,1.420
1230567201,1230.567201,3.116911,0.570,0.010,0.940,11.830,2.180,1.370
1230573149,1230.573149,3.122859,0.560,0.000,0.940,11.820,2.200,1.240
1230581284,1230.581284,3.130994,0.570,0.010,0.940,11.920,2.020,1.450
1230588190,1230.588190,3.137900,0.560,0.010,0.940,11.770,2.170,1.340
1230595193,1230.595193,3.144903,0.570,0.010,0.940,11.860,2.140,1.440
1230602190,1230.602190,3.151900,0.570,0.010,0.940,11.920,2.270,1.510
1230608164,1230.608164,3.157874,0.560,0.010,0.940,11.880,1.970,1.480
1230618246,1230.618246,3.167956,0.560,0.010,0.950,11.880,2.240,1.280
1230625158,1230.625158,3.174868,0.560,0.020,0.940,11.860,2.230,1.330
1230631146,1230.631146,3.180856,0.560,0.010,0.950,11.880,2.140,1.480
1230637163,1230.637163,3.186873,0.560,0.010,0.940,11.950,2.210,1.240
1230643122,1230.643122,3.192832,0.560,0.010,0.940,11.920,2.140,1.370
1230649236,1230.649236,3.198946,0.560,0.010,0.950,12.060,2.120,1.570
1230655144,1230.655144,3.204854,0.560,0.010,0.940,12.090,2.270,1.280
1230661117,1230.661117,3.210827,0.560,0.010,0.950,12.020,2.200,1.330
1230677353,1230.677353,3.227063,0.560,0.010,0.940,11.970,2.370,1.440
1230683258,1230.683258,3.232968,0.560,0.020,0.940,11.830,2.180,1.310
1230689433,1230.689433,3.239143,0.570,0.010,0.940,11.940,2.320,1.440
1230697418,1230.697418,3.247128,0.560,0.010,0.940,11.790,2.150,1.330
1230704208,1230.704208,3.253918,0.560,0.020,0.940,11.980,2.240,1.340
1230711360,1230.711360,3.261070,0.560,0.020,0.940,12.000,2.150,1.330
1230717176,1230.717176,3.266886,0.570,0.010,0.950,11.920,2.260,1.400
1230724754,1230.724754,3.274464,0.570,0.010,0.950,11.950,2.120,1.330
1230732166,1230.732166,3.281876,0.570,0.010,0.940,11.850,2.150,1.370
1230738164,1230.738164,3.287874,0.570,0.010,0.940,11.880,2.090,1.330
1230744141,1230.744141,3.293851,0.560,0.020,0.950,11.970,2.270,1.360
1230750211,1230.750211,3.299921,0.560,0.010,0.950,11.790,2.270,1.240
1230758212,1230.758212,3.307922,0.560,0.020,0.950,11.800,2.150,1.400
1230768226,1230.768226,3.317936,0.560,0.010,0.940,11.950,2.200,1.330
1230775172,1230.775172,3.324882,0.560,0.010,0.950,11.860,2.150,1.250
1230781150,1230.781150,3.330860,0.560,0.010,0.940,11.890,2.180,1.370
1230788185,1230.788185,3.337895,0.560,0.020,0.940,11.880,2.180,1.370
1230795215,1230.795215,3.344925,0.560,0.010,0.940,11.950,2.150,1.330
1230803313,1230.803313,3.353023,0.560,0.010,0.940,12.030,2.140,1.310
1230812220,1230.812220,3.361930,0.560,0.010,0.940,11.800,2.170,1.270
1230819692,1230.819692,3.369402,0.570,0.010,0.930,11.790,2.270,1.390
1230826327,1230.826327,3.376037,0.560,0.020,0.940,11.910,2.090,1.420
1230832114,1230.832114,3.381824,0.560,0.010,0.950,11.950,2.110,1.210
1230838152,1230.838152,3.387862,0.560,0.010,0.930,11.910,2.180,1.370
1230844145,1230.844145,3.393855,0.560,0.020,0.950,11.830,2.210,1.190
1230850107,1230.850107,3.399817,0.560,0.010,0.940,11.890,2.270,1.390
1230858177,1230.858177,3.407887,0.560,0.020,0.940,11.760,2.210,1.340
1230950208,1230.950208,3.499918,0.560,0.010,0.940,11.890,2.110,1.330
1230956113,1230.956113,3.505823,0.560,0.010,0.940,12.020,2.240,1.210
1230962587,1230.962587,3.512297,0.560,0.020,0.950,11.860,1.980,1.360
1230969411,1230.969411,3.519121,0.560,0.020,0.940,11.820,2.260,1.330
1230975173,1230.975173,3.524883,0.560,0.010,0.940,12.090,2.170,1.500
1230982174,1230.982174,3.531884,0.560,0.020,0.940,11.770,2.150,1.400
1230988171,1230.988171,3.537881,0.560,0.010,0.940,11.820,2.110,1.480
1230994181,1230.994181,3.543891,0.560,0.010,0.950,11.940,2.200,1.340
1231000188,1231.000188,3.549898,0.560,0.010,0.950,11.740,2.370,1.340
1231008178,1231.008178,3.557888,0.560,0.020,0.940,11.830,2.180,1.400
1231014502,1231.014502,3.564212,0.560,0.010,0.950,11.920,2.110,1.370
1231021278,1231.021278,3.570988,0.570,0.010,0.950,11.710,2.080,1.310
1231027169,1231.027169,3.576879,0.560,0.010,0.940,11.790,2.020,1.360
1231033169,1231.033169,3.582879,0.560,0.010,0.940,12.000,2.310,1.340
1231040236,1231.040236,3.589946,0.560,0.010,0.930,11.950,2.030,1.390
1231046213,1231.046213,3.595923,0.560,0.010,0.930,11.890,2.110,1.470
1231052134,1231.052134,3.601844,0.560,0.010,0.940,11.970,2.200,1.210
1231058104,1231.058104,3.607814,0.560,0.010,0.940,11.910,2.200,1.340
1231064172,1231.064172,3.613882,0.560,0.010,0.940,11.730,2.150,1.440
1231073346,1231.073346,3.623056,0.560,0.020,0.930,12.000,2.080,1.400
1231081273,1231.081273,3.630983,0.560,0.020,0.940,11.880,2.200,1.310
1231087170,1231.087170,3.636880,0.560,0.010,0.950,11.880,2.290,1.370
1231094209,1231.094209,3.643919,0.560,0.010,0.950,12.080,2.150,1.210
1231101493,1231.101493,3.651203,0.570,0.010,0.940,12.060,2.290,1.340
1231108196,1231.108196,3.657906,0.570,0.010,0.940,11.890,2.270,1.250
1231114988,1231.114988,3.664698,0.560,0.010,0.940,11.880,2.030,1.310
1231124173,1231.124173,3.673883,0.560,0.010,0.930,12.020,2.180,1.340
1231130168,1231.130168,3.679878,0.560,0.010,0.930,12.000,2.200,1.360
1231136530,1231.136530,3.686240,0.560,0.010,0.940,12.050,2.200,1.360
1231143172,1231.143172,3.692882,0.570,0.010,0.940,11.950,2.060,1.310
1231149240,1231.149240,3.698950,0.570,0.010,0.940,11.830,2.170,1.420
1231157181,1231.157181,3.706891,0.560,0.010,0.940,12.000,2.210,1.440
1231164588,1231.164588,3.714298,0.560,0.010,0.940,11.850,2.150,1.390
1231173168,1231.173168,3.722878,0.560,0.010,0.950,11.820,2.110,1.300
1231179195,1231.179195,3.728905,0.560,0.010,0.950,11.940,2.000,1.300
1231185189,1231.185189,3.734899,0.560,0.020,0.950,11.890,2.170,1.310
1231191173,1231.191173,3.740883,0.560,0.020,0.940,11.910,2.310,1.480
1231199680,1231.199680,3.749390,0.570,0.010,0.940,11.970,2.150,1.390
1231207194,1231.207194,3.756904,0.560,0.010,0.950,12.020,2.150,1.360
1231213267,1231.213267,3.762977,0.560,0.020,0.940,11.710,2.180,1.280
1231223184,1231.223184,3.772894,0.560,0.020,0.950,11.940,2.120,1.440
1231229158,1231.229158,3.778868,0.560,0.010,0.950,11.920,2.120,1.400
1231235226,1231.235226,3.784936,0.560,0.010,0.940,11.880,2.020,1.250
1231242181,1231.242181,3.791891,0.560,0.010,0.950,12.020,2.170,1.240
1231248160,1231.248160,3.797870,0.570,0.010,0.940,11.980,2.230,1.370
1231254420,1231.254420,3.804130,0.560,0.010,0.940,11.980,2.150,1.440
1231260142,1231.260142,3.809852,0.560,0.010,0.940,11.920,2.110,1.310
1231266106,1231.266106,3.815816,0.560,0.010,0.950,11.910,2.270,1.340
1231275179,1231.275179,3.824889,0.560,0.010,0.950,11.890,2.170,1.300
1231281239,1231.281239,3.830949,0.560,0.010,0.940,11.970,2.150,1.400
1231287167,1231.287167,3.836877,0.560,0.010,0.940,11.940,2.200,1.370
1231293164,1231.293164,3.842874,0.560,0.010,0.940,11.880,2.140,1.400
1231300242,1231.300242,3.849952,0.560,0.010,0.950,11.950,2.350,1.270
1231308356,1231.308356,3.858066,0.560,0.010,0.940,12.060,2.110,1.340
1231315275,1231.315275,3.864985,0.560,0.010,0.940,11.880,2.410,1.280
1231322173,1231.322173,3.871883,0.560,0.020,0.940,12.020,2.110,1.270
1231328169,1231.328169,3.877879,0.570,0.010,0.950,11.850,2.080,1.470
1231334265,1231.334265,3.883975,0.560,0.010,0.940,11.940,2.170,1.280
1231342190,1231.342190,3.891900,0.560,0.010,0.950,11.890,2.110,1.360
1231348479,1231.348479,3.898189,0.560,0.020,0.940,11.880,2.210,1.530
1231356442,1231.356442,3.906152,0.560,0.010,0.940,11.970,2.240,1.480
1231363161,1231.363161,3.912871,0.560,0.020,0.940,11.850,2.170,1.390
1231369777,1231.369777,3.919487,0.560,0.010,0.940,11.820,2.000,1.470
1231376179,1231.376179,3.925889,0.560,0.010,0.940,11.940,2.150,1.440
1231382170,1231.382170,3.931880,0.570,0.010,0.950,11.940,2.310,1.280
1231388221,1231.388221,3.937931,0.550,0.010,0.940,11.910,2.110,1.270
1231396131,1231.396131,3.945841,0.560,0.010,0.940,11.910,2.290,1.330
1231404926,1231.404926,3.954636,0.560,0.010,0.950,11.830,2.210,1.330
1231411174,1231.411174,3.960884,0.570,0.010,0.950,11.860,2.230,1.330
1231418804,1231.418804,3.968514,0.570,0.010,0.950,11.890,2.140,1.390
1231425169,1231.425169,3.974879,0.560,0.010,0.950,11.980,1.910,1.240
1231432249,1231.432249,3.981959,0.570,0.010,0.940,11.760,2.110,1.370
1231438136,1231.438136,3.987846,0.560,0.010,0.940,11.800,2.210,1.300
1231444276,1231.444276,3.993986,0.560,0.010,0.950,11.950,2.260,1.330
1231452173,1231.452173,4.001883,0.560,0.010,0.940,12.000,2.110,1.400
1231458132,1231.458132,4.007842,0.560,0.010,0.950,12.000,2.140,1.390
1231464680,1231.464680,4.014390,0.560,0.020,0.940,11.830,2.240,1.450
1231472171,1231.472171,4.021881,0.560,0.010,0.940,11.880,2.200,1.360
1231478438,1231.478438,4.028148,0.560,0.010,0.940,12.060,2.140,1.400
1231487340,1231.487340,4.037050,0.560,0.010,0.940,11.940,2.200,1.480
1231493137,1231.493137,4.042847,0.570,0.010,0.940,12.000,2.180,1.310
1231499638,1231.499638,4.049348,0.560,0.010,0.940,11.910,2.200,1.300
1231507467,1231.507467,4.057177,0.560,0.010,0.940,12.000,2.150,1.390
1231514195,1231.514195,4.063905,0.560,0.020,0.940,11.950,2.200,1.310
1231522180,1231.522180,4.071890,0.560,0.020,0.940,11.860,2.020,1.470
1231528108,1231.528108,4.077818,0.560,0.010,0.950,11.940,2.200,1.330
1231536285,1231.536285,4.085995,0.560,0.010,0.940,11.730,2.050,1.420
1231543794,1231.543794,4.093504,0.560,0.010,0.930,11.890,2.180,1.250
1231550171,1231.550171,4.099881,0.560,0.010,0.940,11.910,2.210,1.360
1231556701,1231.556701,4.106411,0.560,0.010,0.940,11.860,2.120,1.440
1231563161,1231.563161,4.112871,0.560,0.010,0.940,11.940,2.260,1.360
1231569262,1231.569262,4.118972,0.560,0.010,0.950,11.950,2.310,1.360
1231575119,1231.575119,4.124829,0.560,0.010,0.940,11.950,2.120,1.420
1231582678,1231.582678,4.132388,0.560,0.010,0.950,12.020,2.090,1.330
1231590178,1231.590178,4.139888,0.560,0.010,0.950,11.850,2.110,1.470
1231596152,1231.596152,4.145862,0.560,0.010,0.940,11.880,2.210,1.420
1231602331,1231.602331,4.152041,0.560,0.010,0.950,11.890,2.200,1.310
1231609802,1231.609802,4.159512,0.560,0.020,0.940,11.920,2.050,1.440
1231616202,1231.616202,4.165912,0.560,0.010,0.940,11.940,2.200,1.270
1231625495,1231.625495,4.175205,0.560,0.020,0.950,11.890,2.270,1.280
1231632171,1231.632171,4.181881,0.560,0.020,0.940,11.950,2.290,1.250
1231638162,1231.638162,4.187872,0.560,0.010,0.950,11.880,2.230,1.450
1231644175,1231.644175,4.193885,0.560,0.010,0.950,11.880,2.110,1.390
1231650167,1231.650167,4.199877,0.560,0.010,0.950,11.970,2.240,1.470
1231656167,1231.656167,4.205877,0.560,0.010,0.940,11.940,2.170,1.360
1231664182,1231.664182,4.213892,0.560,0.010,0.950,11.890,2.120,1.370
1231670106,1231.670106,4.219816,0.560,0.010,0.950,11.830,2.290,1.470
1231676711,1231.676711,4.226421,0.560,0.010,0.940,11.770,2.120,1.360
1231684166,1231.684166,4.233876,0.560,0.010,0.940,11.910,2.150,1.210
1231690161,1231.690161,4.239871,0.560,0.010,0.950,12.020,2.120,1.360
1231696153,1231.696153,4.245863,0.560,0.020,0.940,11.820,2.060,1.480
1231702406,1231.702406,4.252116,0.560,0.010,0.940,11.940,2.180,1.310
1231709261,1231.709261,4.258971,0.560,0.010,0.940,11.950,2.120,1.360
1231717609,1231.717609,4.267319,0.560,0.010,0.940,11.860,2.120,1.280
1231724166,1231.724166,4.273876,0.560,0.010,0.950,11.970,2.060,1.400
1231733170,1231.733170,4.282880,0.570,0.010,0.940,11.850,2.210,1.300
1231739136,1231.739136,4.288846,0.560,0.010,0.950,11.940,2.140,1.310
1231745143,1231.745143,4.294853,0.560,0.010,0.940,11.980,2.150,1.360
1231752175,1231.752175,4.301885,0.560,0.010,0.930,11.800,2.230,1.180
1231758920,1231.758920,4.308630,0.560,0.010,0.950,11.730,2.180,1.440
1231765260,1231.765260,4.314970,0.560,0.010,0.940,11.880,1.940,1.510
1231772161,1231.772161,4.321871,0.570,0.010,0.940,11.890,2.030,1.220
1231779694,1231.779694,4.329404,0.560,0.010,0.940,11.660,2.210,1.370
1231786166,1231.786166,4.335876,0.570,0.010,0.940,11.910,2.230,1.340
1231792401,1231.792401,4.342111,0.560,0.020,0.940,12.110,2.270,1.250
1231798154,1231.798154,4.347864,0.560,0.010,0.940,11.940,2.260,1.500
1231804161,1231.804161,4.353871,0.560,0.010,0.930,11.770,2.290,1.220
1231812838,1231.812838,4.362548,0.560,0.010,0.940,12.030,2.240,1.280
1231820214,1231.820214,4.369924,0.560,0.020,0.940,11.740,2.240,1.450
1231827584,1231.827584,4.377294,0.560,0.010,0.940,11.890,2.350,1.450
1231834175,1231.834175,4.383885,0.560,0.010,0.940,11.860,2.210,1.280
1231840165,1231.840165,4.389875,0.560,0.010,0.940,12.000,2.310,1.450
1231846167,1231.846167,4.395877,0.560,0.010,0.950,12.020,2.080,1.390
1231853644,1231.853644,4.403354,0.560,0.010,0.940,11.950,2.200,1.310
1231860226,1231.860226,4.409936,0.560,0.010,0.930,11.820,2.180,1.440
1231868293,1231.868293,4.418003,0.560,0.020,0.940,11.950,2.050,1.300
1231874929,1231.874929,4.424639,0.560,0.010,0.940,11.850,2.150,1.420
1231882486,1231.882486,4.432196,0.570,0.010,0.940,11.880,2.140,1.510
1231889170,1231.889170,4.438880,0.560,0.010,0.950,11.940,2.210,1.360
1231895170,1231.895170,4.444880,0.560,0.010,0.950,11.970,2.260,1.400
1231902178,1231.902178,4.451888,0.560,0.010,0.940,11.920,2.050,1.310
1231909464,1231.909464,4.459174,0.560,0.010,0.940,11.890,2.150,1.310
1231917401,1231.917401,4.467111,0.560,0.010,0.950,12.050,2.210,1.570
1231923173,1231.923173,4.472883,0.560,0.010,0.940,11.860,2.170,1.390
1231929343,1231.929343,4.479053,0.560,0.010,0.950,11.850,2.110,1.420
1231935644,1231.935644,4.485354,0.560,0.010,0.940,12.030,2.060,1.390
1231943176,1231.943176,4.492886,0.560,0.010,0.940,11.820,2.410,1.210
1231949167,1231.949167,4.498877,0.560,0.010,0.950,11.850,2.290,1.370
1231956172,1231.956172,4.505882,0.560,0.020,0.940,11.790,2.140,1.370
1231963996,1231.963996,4.513706,0.560,0.010,0.950,11.830,2.180,1.340
1231970182,1231.970182,4.519892,0.560,0.010,0.940,11.920,2.240,1.440
1231978630,1231.978630,4.528340,0.560,0.010,0.940,11.800,2.110,1.510
1231986171,1231.986171,4.535881,0.560,0.010,0.950,11.800,2.260,1.510
1231992508,1231.992508,4.542218,0.560,0.010,0.930,11.770,2.180,1.360
1231999194,1231.999194,4.548904,0.560,0.020,0.950,11.920,2.020,1.400
1232005177,1232.005177,4.554887,0.560,0.010,0.950,11.790,2.150,1.370
1232011544,1232.011544,4.561254,0.560,0.010,0.950,11.860,2.150,1.340
1232018864,1232.018864,4.568574,0.560,0.000,0.950,11.910,2.180,1.300
1232025164,1232.025164,4.574874,0.570,0.010,0.950,11.680,2.170,1.390
1232031176,1232.031176,4.580886,0.570,0.010,0.940,11.880,2.260,1.480
1232040093,1232.040093,4.589803,0.560,0.010,0.950,12.020,2.170,1.440
1232047164,1232.047164,4.596874,0.570,0.020,0.940,11.830,2.140,1.300
1232053160,1232.053160,4.602870,0.560,0.010,0.940,11.830,2.110,1.370
1232059207,1232.059207,4.608917,0.560,0.010,0.930,11.970,2.180,1.390
1232066178,1232.066178,4.615888,0.560,0.010,0.950,11.940,2.120,1.420
1232072219,1232.072219,4.621929,0.560,0.020,0.950,12.000,2.090,1.360
1232079158,1232.079158,4.628868,0.560,0.010,0.940,11.890,2.230,1.250
1232085141,1232.085141,4.634851,0.560,0.010,0.940,11.970,2.200,1.370
1232092077,1232.092077,4.641787,0.560,0.010,0.940,11.970,2.210,1.210
1232098259,1232.098259,4.647969,0.560,0.010,0.940,11.910,2.170,1.540
1232104154,1232.104154,4.653864,0.560,0.010,0.930,11.850,2.210,1.470
1232110172,1232.110172,4.659882,0.560,0.020,0.950,11.890,2.030,1.370
1232116729,1232.116729,4.666439,0.560,0.010,0.940,11.980,2.230,1.440
1232123419,1232.123419,4.673129,0.560,0.020,0.940,11.890,2.310,1.310
1232130197,1232.130197,4.679907,0.560,0.010,0.940,11.850,2.150,1.440
1232138523,1232.138523,4.688233,0.560,0.020,0.940,11.890,2.370,1.480
1232144139,1232.144139,4.693849,0.570,0.010,0.940,11.820,2.090,1.300
1232150159,1232.150159,4.699869,0.560,0.010,0.950,11.760,2.140,1.300
1232156193,1232.156193,4.705903,0.560,0.010,0.940,11.880,2.210,1.450
1232163455,1232.163455,4.713165,0.560,0.010,0.940,11.860,2.270,1.480
1232170180,1232.170180,4.719890,0.560,0.010,0.950,11.920,2.230,1.330
1232177420,1232.177420,4.727130,0.560,0.010,0.940,11.940,2.260,1.400
1232183133,1232.183133,4.732843,0.570,0.010,0.940,11.880,1.950,1.400
1232191633,1232.191633,4.741343,0.550,0.010,0.940,11.940,2.240,1.440
1232198157,1232.198157,4.747867,0.560,0.020,0.940,11.950,2.170,1.310
1232206173,1232.206173,4.755883,0.560,0.020,0.940,12.050,2.020,1.280
1232212322,1232.212322,4.762032,0.560,0.010,0.940,11.920,2.210,1.500
1232218209,1232.218209,4.767919,0.570,0.010,0.940,11.890,2.380,1.400
1232225254,1232.225254,4.774964,0.570,0.020,0.950,11.860,2.200,1.360
1232233181,1232.233181,4.782891,0.560,0.010,0.940,11.790,2.030,1.310
1232241148,1232.241148,4.790858,0.570,0.010,0.940,11.910,2.210,1.330
1232247163,1232.247163,4.796873,0.560,0.010,0.940,12.110,2.340,1.220
1232253152,1232.253152,4.802862,0.560,0.010,0.940,11.910,2.050,1.440
1232259138,1232.259138,4.808848,0.560,0.010,0.940,12.120,2.120,1.340
1232265487,1232.265487,4.815197,0.560,0.010,0.940,11.920,2.150,1.330
1232272205,1232.272205,4.821915,0.560,0.020,0.940,11.880,2.060,1.220
1232281186,1232.281186,4.830896,0.560,0.010,0.940,11.880,2.020,1.270
1232288407,1232.288407,4.838117,0.560,0.010,0.940,11.950,2.110,1.440
1232295175,1232.295175,4.844885,0.560,0.020,0.950,12.050,2.240,1.240
1232301160,1232.301160,4.850870,0.570,0.010,0.940,11.800,2.060,1.420
1232307176,1232.307176,4.856886,0.560,0.010,0.950,12.000,2.060,1.280
1232313290,1232.313290,4.863000,0.560,0.010,0.950,11.820,2.200,1.340
1232319158,1232.319158,4.868868,0.570,0.020,0.940,11.740,2.230,1.400
1232326186,1232.326186,4.875896,0.560,0.010,0.950,11.890,2.080,1.420
1232332193,1232.332193,4.881903,0.560,0.010,0.940,12.000,2.180,1.340
1232338153,1232.338153,4.887863,0.560,0.010,0.940,11.940,1.920,1.400
1232348187,1232.348187,4.897897,0.560,0.010,0.940,11.760,2.200,1.340
1232354153,1232.354153,4.903863,0.560,0.010,0.940,11.950,2.240,1.390
1232361914,1232.361914,4.911624,0.560,0.010,0.940,11.880,2.320,1.470
1232368197,1232.368197,4.917907,0.560,0.010,0.940,11.980,2.080,1.480
1232374173,1232.374173,4.923883,0.570,0.010,0.940,11.820,2.060,1.400
1232382186,1232.382186,4.931896,0.560,0.010,0.940,11.730,2.090,1.340
1232388127,1232.388127,4.937837,0.560,0.020,0.940,11.820,2.120,1.300
1232394716,1232.394716,4.944426,0.560,0.010,0.940,11.890,2.270,1.360
