t_us,t_s,t_rel,ax,ay,az,gx,gy,gz
8909170857,8909.170857,22.127953,0.320,0.280,1.020,11.560,1.450,1.270
8909176848,8909.176848,22.133944,0.320,0.280,1.020,11.570,1.630,1.280
8909183892,8909.183892,22.140988,0.320,0.280,1.030,11.450,1.630,1.310
8909190908,8909.190908,22.148004,0.320,0.290,1.020,11.660,1.560,1.440
8909196963,8909.196963,22.154059,0.320,0.290,1.020,11.510,1.540,1.450
8909204655,8909.204655,22.161751,0.320,0.280,1.030,11.590,1.800,1.280
8909212668,8909.212668,22.169764,0.320,0.290,1.030,11.500,1.540,1.310
8909218881,8909.218881,22.175977,0.320,0.290,1.030,11.560,1.500,1.480
8909224981,8909.224981,22.182077,0.330,0.280,1.030,11.480,1.560,1.330
8909230852,8909.230852,22.187948,0.320,0.290,1.030,11.400,1.510,1.420
8909236825,8909.236825,22.193921,0.320,0.280,1.030,11.560,1.600,1.300
8909244243,8909.244243,22.201339,0.320,0.280,1.040,11.650,1.710,1.390
8909252864,8909.252864,22.209960,0.330,0.290,1.030,11.570,1.620,1.210
8909259246,8909.259246,22.216342,0.320,0.280,1.020,11.590,1.790,1.420
8909265954,8909.265954,22.223050,0.320,0.290,1.030,11.560,1.530,1.390
8909271862,8909.271862,22.228958,0.320,0.290,1.020,11.480,1.470,1.280
8909278872,8909.278872,22.235968,0.320,0.290,1.020,11.530,1.600,1.330
8909284941,8909.284941,22.242037,0.320,0.290,1.030,11.500,1.710,1.440
8909290910,8909.290910,22.248006,0.320,0.280,1.030,11.300,1.710,1.310
8909300240,8909.300240,22.257336,0.320,0.290,1.030,11.480,1.690,1.110
8909307021,8909.307021,22.264117,0.320,0.280,1.030,11.590,1.680,1.340
8909314029,8909.314029,22.271125,0.320,0.290,1.030,11.910,1.530,1.330
8909319870,8909.319870,22.276966,0.320,0.280,1.030,11.390,1.590,1.400
8909326862,8909.326862,22.283958,0.320,0.280,1.030,11.440,1.760,1.330
8909333967,8909.333967,22.291063,0.330,0.290,1.030,11.660,1.590,1.360
8909339836,8909.339836,22.296932,0.320,0.290,1.030,11.590,1.560,1.210
8909345964,8909.345964,22.303060,0.320,0.290,1.030,11.400,1.660,1.310
8909351858,8909.351858,22.308954,0.320,0.290,1.030,11.510,1.560,1.480
8909357853,8909.357853,22.314949,0.320,0.290,1.030,11.560,1.760,1.340
8909366568,8909.366568,22.323664,0.320,0.280,1.040,11.560,1.830,1.420
8909373852,8909.373852,22.330948,0.320,0.280,1.030,11.500,1.600,1.210
8909379843,8909.379843,22.336939,0.330,0.290,1.020,11.540,1.740,1.370
8909386551,8909.386551,22.343647,0.320,0.280,1.020,11.540,1.650,1.340
8909392887,8909.392887,22.349983,0.330,0.290,1.030,11.470,1.530,1.370
8909399379,8909.399379,22.356475,0.330,0.280,1.030,11.600,1.530,1.310
8909407022,8909.407022,22.364118,0.320,0.280,1.030,11.570,1.540,1.300
8909412858,8909.412858,22.369954,0.320,0.280,1.030,11.510,1.620,1.240
8909421112,8909.421112,22.378208,0.320,0.280,1.020,11.450,1.540,1.280
8909428873,8909.428873,22.385969,0.330,0.290,1.030,11.450,1.590,1.470
8909435017,8909.435017,22.392113,0.320,0.290,1.030,11.560,1.440,1.240
8909440833,8909.440833,22.397929,0.330,0.280,1.030,11.620,1.650,1.190
8909447835,8909.447835,22.404931,0.320,0.280,1.020,11.450,1.680,1.360
8909454168,8909.454168,22.411264,0.320,0.280,1.030,11.650,1.650,1.300
8909462318,8909.462318,22.419414,0.320,0.290,1.040,11.560,1.690,1.210
8909469865,8909.469865,22.426961,0.320,0.290,1.040,11.470,1.760,1.440
8909475862,8909.475862,22.432958,0.320,0.290,1.030,11.590,1.470,1.300
8909481980,8909.481980,22.439076,0.320,0.290,1.030,11.470,1.660,1.420
8909488930,8909.488930,22.446026,0.320,0.280,1.020,11.420,1.500,1.250
8909496175,8909.496175,22.453271,0.320,0.290,1.030,11.540,1.510,1.220
8909502894,8909.502894,22.459990,0.330,0.280,1.020,11.480,1.730,1.370
8909509864,8909.509864,22.466960,0.320,0.300,1.020,11.270,1.590,1.160
8909515848,8909.515848,22.472944,0.320,0.290,1.020,11.310,1.420,1.220
8909522685,8909.522685,22.479781,0.320,0.280,1.040,11.740,1.630,1.210
8909528940,8909.528940,22.486036,0.320,0.290,1.020,11.450,1.590,1.300
8909534841,8909.534841,22.491937,0.330,0.290,1.030,11.300,1.500,1.240
8909540961,8909.540961,22.498057,0.330,0.280,1.030,11.600,1.540,1.180
8909546842,8909.546842,22.503938,0.330,0.280,1.030,11.500,1.600,1.370
8909554506,8909.554506,22.511602,0.330,0.290,1.020,11.560,1.600,1.310
8909562597,8909.562597,22.519693,0.330,0.270,1.030,14.500,2.440,-0.080
8909568861,8909.568861,22.525957,0.320,0.370,0.970,10.610,1.540,1.390
8909574859,8909.574859,22.531955,0.310,0.270,0.980,8.810,1.630,4.980
8909581383,8909.581383,22.538479,0.340,0.310,1.030,12.430,1.660,1.150
8909587864,8909.587864,22.544960,0.300,0.310,0.980,10.700,1.510,2.890
8909595555,8909.595555,22.552651,0.330,0.260,1.060,10.050,2.030,5.180
8909603489,8909.603489,22.560585,0.330,0.270,1.040,13.690,2.310,2.820
8909610019,8909.610019,22.567115,0.310,0.240,1.020,12.640,2.310,5.820
8909615838,8909.615838,22.572934,0.350,0.280,1.030,13.800,3.180,5.730
8909621850,8909.621850,22.578946,0.310,0.410,1.020,12.930,2.150,1.600
8909627847,8909.627847,22.584943,0.320,0.290,1.020,10.310,1.420,1.830
8909636869,8909.636869,22.593965,0.330,0.270,1.040,12.600,1.710,0.490
8909642798,8909.642798,22.599894,0.320,0.250,1.050,13.920,2.340,1.080
8909648805,8909.648805,22.605901,0.300,0.290,1.030,12.900,2.310,2.240
8909654860,8909.654860,22.611956,0.330,0.370,0.990,10.810,1.620,2.760
8909662558,8909.662558,22.619654,0.310,0.300,1.040,7.940,0.780,3.110
8909669270,8909.669270,22.626366,0.350,0.180,1.060,13.180,2.690,4.320
8909679870,8909.679870,22.636966,0.320,0.330,0.990,7.280,0.530,6.560
8909687086,8909.687086,22.644182,0.350,0.440,1.040,-3.760,-2.150,2.050
8909692889,8909.692889,22.649985,0.310,0.390,0.920,-1.970,-0.530,-8.020
8909700243,8909.700243,22.657339,0.340,0.440,1.130,-9.250,-1.330,-13.800
8909707058,8909.707058,22.664154,0.390,0.450,1.150,-23.590,3.590,-17.830
8909715534,8909.715534,22.672630,0.420,0.260,1.060,4.000,12.120,-40.990
8909721893,8909.721893,22.678989,0.350,0.460,0.960,-25.180,17.790,-33.040
8909727843,8909.727843,22.684939,0.450,0.340,1.100,-22.290,21.740,-39.010
8909733812,8909.733812,22.690908,0.410,0.390,1.140,-23.590,25.510,-36.900
8909739845,8909.739845,22.696941,0.300,0.290,1.000,-31.980,24.340,-28.760
8909745841,8909.745841,22.702937,0.260,0.270,0.950,-33.540,20.050,-23.560
8909751895,8909.751895,22.708991,0.320,0.270,1.110,-36.580,20.380,-19.940
8909758124,8909.758124,22.715220,0.270,0.180,1.120,-33.370,23.500,-14.900
8909772869,8909.772869,22.729965,0.160,0.180,0.970,-42.520,29.370,4.200
8909778847,8909.778847,22.735943,0.280,0.290,1.190,-40.350,31.570,0.790
8909784953,8909.784953,22.742049,0.380,0.300,1.240,-46.950,37.250,-0.840
8909794029,8909.794029,22.751125,0.400,0.290,1.250,-45.600,39.800,1.790
8909800328,8909.800328,22.757424,0.350,0.250,1.330,-66.900,44.340,3.160
8909806886,8909.806886,22.763982,0.180,0.080,0.970,-43.790,23.880,-3.450
8909812957,8909.812957,22.770053,0.220,0.180,1.090,-41.800,9.150,0.550
8909819111,8909.819111,22.776207,0.220,0.190,1.080,-41.020,-6.430,4.340
8909824954,8909.824954,22.782050,0.210,0.230,1.060,-40.050,-23.570,6.270
8909830811,8909.830811,22.787907,0.230,0.200,1.010,-38.090,-39.820,7.500
8909836877,8909.836877,22.793973,0.270,0.290,1.100,-39.450,-53.470,9.390
8909843846,8909.843846,22.800942,0.300,0.310,1.130,-41.470,-64.320,10.790
8909881875,8909.881875,22.838971,0.370,0.250,1.100,0.060,-77.360,-23.130
8909888143,8909.888143,22.845239,0.380,0.230,1.090,1.920,-77.500,-20.430
8909893937,8909.893937,22.851033,0.400,0.230,1.120,-0.230,-75.540,-15.790
8909900891,8909.900891,22.857987,0.410,0.250,1.150,-6.240,-70.080,-11.070
8909908945,8909.908945,22.866041,0.430,0.210,1.230,-13.920,-59.500,-5.940
8909915869,8909.915869,22.872965,0.440,0.200,1.220,-16.470,-50.120,-3.440
8909922043,8909.922043,22.879139,0.450,0.250,1.200,-17.560,-43.500,-4.020
8909927954,8909.927954,22.885050,0.460,0.240,1.210,-15.080,-38.170,-7.130
8909933854,8909.933854,22.890950,0.510,0.190,1.250,-6.760,-33.240,-10.610
8909940046,8909.940046,22.897142,0.490,0.210,1.200,1.600,-31.820,-11.370
8909945925,8909.945925,22.903021,0.470,0.210,1.150,6.240,-34.990,-9.190
8909951831,8909.951831,22.908927,0.430,0.190,1.090,6.990,-42.380,-3.620
8909964077,8909.964077,22.921173,0.440,0.210,1.060,9.330,-61.440,10.310
8909970844,8909.970844,22.927940,0.440,0.260,1.070,10.350,-71.130,15.080
8909982909,8909.982909,22.940005,0.420,0.280,1.040,6.060,-81.890,18.980
8909990884,8909.990884,22.947980,0.420,0.280,1.030,4.790,-84.290,19.020
8909998006,8909.998006,22.955102,0.450,0.280,1.030,5.770,-82.960,17.790
8910004162,8910.004162,22.961258,0.460,0.290,1.040,7.910,-79.790,15.510
8910011819,8910.011819,22.968915,0.470,0.310,1.040,10.630,-74.630,11.080
8910018538,8910.018538,22.975634,0.470,0.290,1.080,12.530,-65.880,3.650
8910024982,8910.024982,22.982078,0.520,0.130,1.140,19.280,-57.160,0.350
8910031855,8910.031855,22.988951,0.500,0.090,1.100,29.540,-48.320,2.180
8910038289,8910.038289,22.995385,0.460,0.140,1.020,32.000,-44.550,7.540
8910044871,8910.044871,23.001967,0.470,0.210,0.980,25.660,-44.490,16.760
8910050982,8910.050982,23.008078,0.490,0.240,0.980,21.280,-45.400,23.110
8910056823,8910.056823,23.013919,0.540,0.240,0.990,20.270,-46.260,26.290
8910063501,8910.063501,23.020597,0.580,0.220,1.000,23.560,-46.990,26.490
8910070027,8910.070027,23.027123,0.550,0.220,0.990,29.190,-49.080,24.930
8910077287,8910.077287,23.034383,0.490,0.220,0.940,31.710,-54.030,26.980
8910085868,8910.085868,23.042964,0.450,0.220,0.890,29.180,-64.030,34.950
8910091953,8910.091953,23.049049,0.460,0.230,0.900,26.610,-69.370,38.720
8910098048,8910.098048,23.055144,0.480,0.260,0.900,25.420,-72.320,38.980
8910105894,8910.105894,23.062990,0.530,0.260,0.900,27.980,-71.500,33.920
8910113014,8910.113014,23.070110,0.540,0.260,0.900,33.820,-67.940,27.830
8910118844,8910.118844,23.075940,0.550,0.250,0.920,37.630,-63.970,24.000
8910124993,8910.124993,23.082089,0.530,0.240,0.900,38.810,-60.050,22.660
8910132956,8910.132956,23.090052,0.550,0.260,0.930,36.600,-55.500,22.930
8910138840,8910.138840,23.095936,0.580,0.240,0.940,34.790,-51.570,22.670
8910145257,8910.145257,23.102353,0.610,0.230,0.950,32.430,-47.980,22.560
8910151851,8910.151851,23.108947,0.590,0.220,0.960,29.540,-44.690,22.210
8910157838,8910.157838,23.114934,0.570,0.190,0.970,26.980,-42.600,22.660
8910164208,8910.164208,23.121304,0.570,0.170,0.970,26.110,-40.410,23.390
8910171862,8910.171862,23.128958,0.590,0.150,0.920,24.900,-39.390,25.340
8910177832,8910.177832,23.134928,0.570,0.190,0.950,23.760,-39.450,27.370
8910185878,8910.185878,23.142974,0.570,0.220,0.900,24.530,-39.970,28.310
8910192851,8910.192851,23.149947,0.570,0.220,0.880,22.990,-41.080,31.470
8910198840,8910.198840,23.155936,0.570,0.200,0.880,21.830,-41.710,35.100
8910206352,8910.206352,23.163448,0.580,0.180,0.870,22.610,-42.440,39.250
8910212892,8910.212892,23.169988,0.600,0.180,0.870,26.060,-43.270,43.330
8910219872,8910.219872,23.176968,0.620,0.180,0.870,31.510,-44.730,45.360
8910237658,8910.237658,23.194754,0.610,0.200,0.880,40.410,-52.890,42.820
8910243882,8910.243882,23.200978,0.600,0.210,0.880,40.430,-57.220,41.270
8910249861,8910.249861,23.206957,0.610,0.210,0.860,38.980,-61.020,39.830
8910255840,8910.255840,23.212936,0.600,0.210,0.860,37.630,-63.760,38.460
8910261820,8910.261820,23.218916,0.610,0.180,0.860,37.100,-64.230,36.700
8910268875,8910.268875,23.225971,0.600,0.170,0.870,36.440,-62.660,34.820
8910276974,8910.276974,23.234070,0.610,0.190,0.890,33.710,-57.710,33.560
8910285575,8910.285575,23.242671,0.640,0.170,0.900,32.140,-50.700,32.790
8910291935,8910.291935,23.249031,0.650,0.150,0.890,30.900,-44.320,31.590
8910297842,8910.297842,23.254938,0.650,0.160,0.900,30.470,-38.980,30.020
8910326032,8910.326032,23.283128,0.630,0.140,0.830,43.940,-36.180,21.010
8910333940,8910.333940,23.291036,0.640,0.130,0.810,44.780,-37.850,22.140
8910341075,8910.341075,23.298171,0.630,0.100,0.820,44.960,-39.660,26.750
8910347880,8910.347880,23.304976,0.630,0.110,0.810,44.090,-41.190,32.560
8910356255,8910.356255,23.313351,0.650,0.130,0.830,39.760,-42.050,38.820
8910361910,8910.361910,23.319006,0.650,0.130,0.830,35.400,-42.140,42.530
8910367821,8910.367821,23.324917,0.660,0.130,0.840,30.120,-41.730,45.650
8910375152,8910.375152,23.332248,0.670,0.120,0.830,22.580,-42.320,49.730
8910383147,8910.383147,23.340243,0.690,0.130,0.820,16.520,-42.820,52.920
8910389877,8910.389877,23.346973,0.690,0.140,0.810,13.710,-42.490,52.140
8910399881,8910.399881,23.356977,0.700,0.110,0.790,18.790,-42.670,46.290
8910406992,8910.406992,23.364088,0.700,0.120,0.800,26.580,-43.890,40.550
8910416698,8910.416698,23.373794,0.700,0.140,0.800,34.870,-47.790,33.390
8910425795,8910.425795,23.382891,0.680,0.150,0.780,36.960,-52.790,27.370
8910432978,8910.432978,23.390074,0.660,0.180,0.780,37.010,-56.550,21.540
8910439862,8910.439862,23.396958,0.690,0.150,0.730,40.410,-59.940,17.530
8910445861,8910.445861,23.402957,0.710,0.170,0.740,43.190,-61.730,16.820
8910452849,8910.452849,23.409945,0.740,0.180,0.720,44.440,-63.220,17.770
8910458843,8910.458843,23.415939,0.750,0.180,0.730,41.940,-63.470,20.980
8910464853,8910.464853,23.421949,0.760,0.160,0.720,38.810,-62.430,24.670
8910470815,8910.470815,23.427911,0.750,0.130,0.730,37.830,-60.600,27.880
8910477871,8910.477871,23.434967,0.760,0.100,0.740,38.000,-58.140,30.560
8910494920,8910.494920,23.452016,0.720,0.100,0.750,31.890,-49.010,36.290
8910504993,8910.504993,23.462089,0.740,0.090,0.770,24.410,-40.730,40.610
8910511987,8910.511987,23.469083,0.750,0.100,0.800,16.960,-34.210,43.850
8910518141,8910.518141,23.475237,0.770,0.090,0.790,9.940,-29.850,45.790
8910524985,8910.524985,23.482081,0.760,0.100,0.740,4.340,-28.380,44.870
8910531125,8910.531125,23.488221,0.750,0.080,0.700,4.170,-30.920,41.540
8910538336,8910.538336,23.495432,0.750,0.110,0.660,7.890,-37.850,35.500
8910544891,8910.544891,23.501987,0.740,0.100,0.600,15.300,-48.790,26.900
8910551835,8910.551835,23.508931,0.740,0.110,0.580,25.400,-62.810,16.870
8910560761,8910.560761,23.517857,0.730,0.110,0.540,38.750,-80.350,5.650
8910566944,8910.566944,23.524040,0.740,0.110,0.540,47.650,-89.600,-0.900
8910574176,8910.574176,23.531272,0.770,0.090,0.530,57.470,-94.720,-6.270
8910580883,8910.580883,23.537979,0.790,0.060,0.560,64.980,-94.180,-7.560
8910586870,8910.586870,23.543966,0.770,0.040,0.580,66.980,-89.680,-4.790
8910595945,8910.595945,23.553041,0.790,0.030,0.620,64.000,-75.910,3.800
8910604988,8910.604988,23.562084,0.810,0.020,0.640,55.180,-57.710,15.190
8910610860,8910.610860,23.567956,0.820,0.030,0.650,46.410,-46.400,22.030
8910617891,8910.617891,23.574987,0.810,0.040,0.620,34.780,-35.910,28.200
8910624907,8910.624907,23.582003,0.770,0.050,0.590,24.840,-30.440,31.390
8910631287,8910.631287,23.588383,0.750,0.060,0.550,17.860,-30.460,31.970
8910637931,8910.637931,23.595027,0.760,0.050,0.520,12.950,-33.820,29.710
8910646094,8910.646094,23.603190,0.800,0.060,0.490,14.530,-40.400,23.600
8910654007,8910.654007,23.611103,0.820,0.040,0.460,20.440,-46.320,19.180
8910659839,8910.659839,23.616935,0.830,0.040,0.450,26.350,-50.110,18.110
8910668083,8910.668083,23.625179,0.840,0.040,0.460,32.440,-50.780,19.450
8910673846,8910.673846,23.630942,0.860,0.050,0.480,35.050,-47.710,21.910
8910679932,8910.679932,23.637028,0.880,0.050,0.530,37.110,-41.660,24.200
8910690547,8910.690547,23.647643,0.950,-0.010,0.610,41.540,-27.500,29.250
8910696962,8910.696962,23.654058,0.960,-0.040,0.630,45.570,-20.920,30.790
8910702966,8910.702966,23.660062,0.920,-0.050,0.600,47.560,-19.470,31.020
8910709050,8910.709050,23.666146,0.840,-0.030,0.560,45.420,-24.080,29.920
8910716130,8910.716130,23.673226,0.790,-0.020,0.480,39.040,-35.800,27.850
8910723234,8910.723234,23.680330,0.750,-0.000,0.420,30.310,-51.010,24.660
8910731182,8910.731182,23.688278,0.750,-0.000,0.360,22.260,-69.470,19.130
8910738008,8910.738008,23.695104,0.770,-0.010,0.350,21.920,-81.710,12.890
8910745125,8910.745125,23.702221,0.830,-0.010,0.360,26.500,-88.210,6.430
8910752887,8910.752887,23.709983,0.870,0.010,0.370,33.080,-88.490,1.180
8910758850,8910.758850,23.715946,0.890,0.020,0.380,38.490,-85.160,-0.720
8910764837,8910.764837,23.721933,0.900,0.010,0.390,45.010,-79.600,-1.080
8910771870,8910.771870,23.728966,0.920,0.010,0.400,51.680,-71.950,-0.120
8910778109,8910.778109,23.735205,0.920,0.020,0.410,54.670,-65.010,2.200
8910785383,8910.785383,23.742479,0.920,0.030,0.410,53.730,-56.630,6.610
8910793886,8910.793886,23.750982,0.930,-0.010,0.400,45.970,-48.500,14.520
8910799886,8910.799886,23.756982,0.910,-0.040,0.410,39.790,-43.910,19.510
8910806996,8910.806996,23.764092,0.890,-0.080,0.410,33.400,-40.150,23.690
8910812865,8910.812865,23.769961,0.890,-0.070,0.400,27.970,-37.470,25.300
8910819015,8910.819015,23.776111,0.890,-0.060,0.390,23.100,-36.050,24.960
8910825972,8910.825972,23.783068,0.880,-0.060,0.380,19.360,-35.400,22.260
8910831862,8910.831862,23.788958,0.870,-0.050,0.360,17.690,-35.970,19.100
8910837878,8910.837878,23.794974,0.860,-0.050,0.350,17.740,-37.070,16.990
8910844877,8910.844877,23.801973,0.880,-0.030,0.330,19.630,-37.770,15.160
8910850839,8910.850839,23.807935,0.910,-0.010,0.330,22.870,-37.250,13.980
8910856857,8910.856857,23.813953,0.920,0.010,0.330,26.700,-36.350,13.280
8910864018,8910.864018,23.821114,0.950,-0.020,0.350,31.920,-34.920,13.050
8910870866,8910.870866,23.827962,0.970,-0.050,0.370,40.700,-32.750,12.950
8910876809,8910.876809,23.833905,0.960,-0.060,0.380,44.380,-32.260,13.920
8910887962,8910.887962,23.845058,0.890,-0.060,0.330,38.850,-36.640,15.680
8910893869,8910.893869,23.850965,0.870,-0.070,0.310,33.310,-40.080,15.040
8910899877,8910.899877,23.856973,0.870,-0.080,0.320,27.860,-43.110,12.990
8910905856,8910.905856,23.862952,0.900,-0.070,0.320,23.470,-44.660,10.240
8910911896,8910.911896,23.868992,0.920,-0.070,0.320,19.020,-44.440,7.420
8910918461,8910.918461,23.875557,0.930,-0.050,0.330,14.780,-42.290,5.690
8910927659,8910.927659,23.884755,0.970,-0.020,0.370,11.240,-36.370,5.250
8910933842,8910.933842,23.890938,0.990,0.010,0.370,11.390,-31.880,5.390
8910939841,8910.939841,23.896937,1.010,0.030,0.370,11.540,-28.470,5.880
8910945852,8910.945852,23.902948,1.010,0.050,0.340,11.050,-26.580,7.180
8910952281,8910.952281,23.909377,1.000,0.060,0.330,9.450,-26.320,10.410
8910958943,8910.958943,23.916039,1.000,0.050,0.300,7.970,-26.900,15.100
8910966881,8910.966881,23.923977,1.000,0.020,0.300,7.940,-28.000,20.180
8910974122,8910.974122,23.931218,0.980,-0.010,0.280,8.950,-28.320,22.900
8910981013,8910.981013,23.938109,0.970,-0.050,0.260,10.290,-29.620,23.910
8910986835,8910.986835,23.943931,0.950,-0.060,0.260,13.470,-30.990,22.340
8910993058,8910.993058,23.950154,0.930,-0.070,0.240,18.790,-33.080,17.790
8910999870,8910.999870,23.956966,0.920,-0.070,0.220,26.150,-36.200,10.350
8911005875,8911.005875,23.962971,0.920,-0.060,0.220,32.700,-39.190,3.310
8911012848,8911.012848,23.969944,0.930,-0.040,0.250,40.490,-42.240,-4.150
8911018857,8911.018857,23.975953,0.950,-0.030,0.250,46.090,-44.090,-8.170
8911024881,8911.024881,23.981977,0.970,-0.010,0.270,49.450,-44.900,-10.140
8911030924,8911.030924,23.988020,0.980,0.020,0.280,49.510,-45.250,-10.150
8911036875,8911.036875,23.993971,0.980,0.030,0.270,46.500,-44.610,-7.970
8911043225,8911.043225,24.000321,0.980,0.030,0.300,42.580,-42.720,-4.850
8911049875,8911.049875,24.006971,1.000,0.010,0.290,37.620,-39.650,0.090
8911055866,8911.055866,24.012962,1.010,0.010,0.290,32.320,-36.200,4.920
8911062052,8911.062052,24.019148,1.000,-0.010,0.280,25.440,-32.000,9.400
8911070889,8911.070889,24.027985,1.010,-0.020,0.270,14.900,-25.940,14.690
8911076990,8911.076990,24.034086,1.010,-0.010,0.260,9.450,-22.200,16.760
8911082867,8911.082867,24.039963,1.040,0.010,0.270,6.400,-18.090,17.040
8911088973,8911.088973,24.046069,1.060,0.020,0.270,7.310,-14.530,15.630
8911096343,8911.096343,24.053439,1.080,0.020,0.290,11.570,-12.150,13.470
8911103473,8911.103473,24.060569,1.090,0.040,0.290,19.830,-11.420,10.200
8911110132,8911.110132,24.067228,1.080,0.050,0.270,26.610,-13.820,8.950
8911117007,8911.117007,24.074103,1.070,0.050,0.270,30.550,-18.050,9.340
8911123880,8911.123880,24.080976,1.060,0.050,0.280,32.560,-23.280,10.530
8911131829,8911.131829,24.088925,1.060,0.020,0.250,31.300,-29.740,12.120
8911138081,8911.138081,24.095177,1.010,-0.000,0.230,27.150,-37.560,12.640
8911145227,8911.145227,24.102323,0.980,-0.030,0.200,24.660,-46.120,10.960
8911151840,8911.151840,24.108936,0.950,-0.040,0.150,22.500,-53.390,8.430
8911157827,8911.157827,24.114923,0.950,-0.020,0.130,19.110,-58.410,6.170
8911163838,8911.163838,24.120934,0.960,-0.010,0.090,15.970,-60.230,4.020
8911169813,8911.169813,24.126909,0.970,-0.010,0.110,12.610,-58.580,3.100
8911176050,8911.176050,24.133146,0.990,-0.010,0.110,8.840,-52.340,4.310
8911181810,8911.181810,24.138906,1.000,-0.010,0.120,6.900,-43.790,6.170
8911187862,8911.187862,24.144958,1.020,0.000,0.150,6.500,-32.150,8.310
8911196233,8911.196233,24.153329,1.050,0.040,0.170,6.410,-19.300,10.340
8911204880,8911.204880,24.161976,1.100,0.030,0.220,10.580,3.340,14.720
8911210867,8911.210867,24.167963,1.090,0.020,0.210,14.500,11.530,17.440
8911216884,8911.216884,24.173980,1.070,0.010,0.190,18.020,15.210,19.830
8911222887,8911.222887,24.179983,1.050,0.010,0.180,20.340,14.020,21.480
8911228889,8911.228889,24.185985,1.040,0.000,0.150,20.980,9.020,22.460
8911238038,8911.238038,24.195134,1.000,-0.010,0.130,20.350,-2.730,21.740
8911246882,8911.246882,24.203978,0.990,-0.040,0.120,20.890,-15.800,17.980
8911252897,8911.252897,24.209993,0.990,-0.040,0.140,21.480,-22.640,14.200
8911259868,8911.259868,24.216964,0.990,-0.030,0.150,22.580,-26.950,8.930
8911265873,8911.265873,24.222969,1.010,-0.010,0.170,24.120,-27.190,4.460
8911271878,8911.271878,24.228974,1.020,-0.020,0.180,26.200,-24.850,1.600
8911280063,8911.280063,24.237159,1.030,-0.020,0.190,27.250,-19.510,2.150
8911285960,8911.285960,24.243056,1.030,-0.000,0.200,26.140,-14.500,4.380
8911291973,8911.291973,24.249069,1.060,0.000,0.210,23.470,-8.720,8.240
8911299843,8911.299843,24.256939,1.070,-0.030,0.220,20.750,-2.050,13.920
8911306872,8911.306872,24.263968,1.070,-0.050,0.220,18.270,0.700,17.650
8911312874,8911.312874,24.269970,1.080,-0.080,0.200,17.590,0.380,18.270
8911319875,8911.319875,24.276971,1.060,-0.080,0.170,18.960,-4.240,16.400
8911326876,8911.326876,24.283972,1.030,-0.090,0.130,20.790,-12.310,12.520
8911333017,8911.333017,24.290113,1.000,-0.090,0.110,22.170,-20.820,8.320
8911341982,8911.341982,24.299078,0.970,-0.080,0.050,23.850,-34.990,0.780
8911348026,8911.348026,24.305122,0.960,-0.070,0.040,24.530,-43.530,-3.790
8911354027,8911.354027,24.311123,0.960,-0.060,0.030,24.780,-49.590,-8.380
8911360844,8911.360844,24.317940,0.970,-0.080,0.060,25.400,-52.460,-12.050
8911366828,8911.366828,24.323924,0.970,-0.070,0.080,25.190,-50.980,-13.220
8911372915,8911.372915,24.330011,0.990,-0.060,0.090,23.300,-45.800,-12.500
8911378853,8911.378853,24.335949,1.010,-0.050,0.110,19.630,-37.130,-9.540
8911384815,8911.384815,24.341911,1.040,-0.040,0.130,14.530,-25.830,-5.160
8911428882,8911.428882,24.385978,1.080,-0.010,0.170,11.040,34.120,23.100
8911434873,8911.434873,24.391969,1.050,-0.010,0.160,14.950,27.220,19.240
8911440917,8911.440917,24.398013,1.020,-0.030,0.150,19.920,17.530,14.350
8911446870,8911.446870,24.403966,0.990,-0.040,0.130,24.670,5.730,9.250
8911453879,8911.453879,24.410975,0.980,-0.050,0.110,26.640,-8.340,5.010
8911461027,8911.461027,24.418123,0.960,-0.040,0.100,22.290,-22.350,3.970
8911467963,8911.467963,24.425059,0.940,-0.030,0.070,13.180,-34.760,5.500
8911473821,8911.473821,24.430917,0.950,-0.030,0.060,4.820,-41.590,7.530
8911479860,8911.479860,24.436956,0.960,-0.040,0.050,-1.620,-44.230,9.690
8911485813,8911.485813,24.442909,0.980,-0.060,0.070,-5.040,-41.970,11.210
8911491812,8911.491812,24.448908,0.990,-0.070,0.080,-4.350,-35.940,11.480
8911497844,8911.497844,24.454940,1.010,-0.070,0.090,-0.240,-27.570,10.180
8911514883,8911.514883,24.471979,0.980,-0.070,0.070,25.570,-5.500,0.490
8911520875,8911.520875,24.477971,0.960,-0.050,0.040,31.730,-2.810,-3.150
8911526880,8911.526880,24.483976,0.930,-0.050,0.020,34.840,-3.050,-6.350
8911532872,8911.532872,24.489968,0.910,-0.040,0.020,35.280,-5.050,-8.550
8911541100,8911.541100,24.498196,0.930,-0.030,0.050,32.150,-6.780,-9.660
8911549035,8911.549035,24.506131,0.960,-0.020,0.090,24.030,-5.970,-8.490
8911555846,8911.555846,24.512942,1.000,-0.010,0.110,16.640,-3.020,-6.700
8911561822,8911.561822,24.518918,1.000,-0.030,0.120,12.470,0.500,-4.030
8911568641,8911.568641,24.525737,1.010,-0.040,0.120,10.600,3.450,-0.950
8911574856,8911.574856,24.531952,1.030,-0.020,0.100,10.370,6.020,1.510
8911580820,8911.580820,24.537916,1.030,-0.030,0.080,11.740,6.950,2.520
8911586812,8911.586812,24.543908,1.020,-0.020,0.080,15.620,6.140,2.000
