t_us,t_s,t_rel,ax,ay,az,gx,gy,gz
8889648867,8889.648867,2.605963,0.300,0.290,1.030,11.570,1.400,1.360
8889654851,8889.654851,2.611947,0.300,0.280,1.030,11.420,1.680,1.340
8889660853,8889.660853,2.617949,0.300,0.280,1.030,11.390,1.630,1.310
8889666818,8889.666818,2.623914,0.300,0.290,1.040,11.440,1.500,1.270
8889672842,8889.672842,2.629938,0.300,0.290,1.040,11.500,1.480,1.360
8889678826,8889.678826,2.635922,0.310,0.280,1.040,11.540,1.690,1.420
8889697869,8889.697869,2.654965,0.300,0.280,1.030,11.360,1.560,1.180
8889703932,8889.703932,2.661028,0.310,0.280,1.030,11.590,1.570,1.150
8889711165,8889.711165,2.668261,0.300,0.290,1.030,11.570,1.570,1.220
8889716957,8889.716957,2.674053,0.300,0.290,1.030,11.560,1.530,1.270
8889723879,8889.723879,2.680975,0.300,0.290,1.030,11.540,1.740,1.310
8889732734,8889.732734,2.689830,0.300,0.290,1.030,11.450,1.390,1.390
8889739040,8889.739040,2.696136,0.300,0.280,1.020,11.480,1.680,1.220
8889746867,8889.746867,2.703963,0.300,0.290,1.030,11.480,1.590,1.240
8889753890,8889.753890,2.710986,0.310,0.280,1.030,11.540,1.470,1.330
8889760285,8889.760285,2.717381,0.300,0.280,1.040,11.620,1.560,1.400
8889766864,8889.766864,2.723960,0.300,0.290,1.030,11.420,1.690,1.330
