t_us,t_s,t_rel,ax,ay,az,gx,gy,gz
63746037173,63746.037173,26.668305,1.110,0.120,0.580,-40.610,263.450,76.170
63746043810,63746.043810,26.674942,1.030,0.180,0.460,-23.920,255.770,67.830
63746050175,63746.050175,26.681307,0.910,0.270,0.330,-6.750,236.370,50.400
63746056278,63746.056278,26.687410,0.790,0.240,0.280,4.210,211.800,32.790
63746062177,63746.062177,26.693309,0.630,0.230,0.370,4.380,179.690,18.700
63746071200,63746.071200,26.702332,0.830,0.120,0.310,23.020,125.330,6.150
63746078377,63746.078377,26.709509,0.850,0.090,0.470,26.580,100.900,11.070
63746085921,63746.085921,26.717053,0.900,-0.020,0.520,35.940,90.200,25.880
63746092163,63746.092163,26.723295,0.790,-0.110,0.730,55.970,93.760,45.250
63746098177,63746.098177,26.729309,0.840,-0.050,0.730,83.110,113.480,65.530
63746104133,63746.104133,26.735265,0.900,0.150,0.540,88.340,116.110,60.180
63746111760,63746.111760,26.742892,0.320,0.530,0.730,77.340,90.630,23.270
63746119278,63746.119278,26.750410,1.090,-0.250,0.860,63.600,66.760,-19.310
63746127179,63746.127179,26.758311,1.070,-0.490,0.940,79.220,84.490,-21.730
63746133345,63746.133345,26.764477,0.510,0.170,1.140,68.550,114.410,-32.950
63746142231,63746.142231,26.773363,0.630,-0.290,0.780,17.370,122.790,-12.440
63746149177,63746.149177,26.780309,0.590,-0.270,0.770,28.210,130.790,9.020
63746155170,63746.155170,26.786302,0.240,-0.200,0.640,38.630,117.920,41.660
63746161169,63746.161169,26.792301,0.460,-0.280,0.340,21.590,76.700,89.600
63746168328,63746.168328,26.799460,0.600,-0.340,0.710,26.950,52.760,132.120
63746175891,63746.175891,26.807023,0.600,-0.380,0.670,38.930,34.530,168.560
63746184510,63746.184510,26.815642,0.160,-0.020,0.980,-11.020,3.560,98.120
63746191197,63746.191197,26.822329,0.590,-0.190,0.950,5.150,-8.520,29.070
63746197158,63746.197158,26.828290,0.920,-0.170,0.960,39.540,-0.430,13.010
63746205181,63746.205181,26.836313,0.850,-0.030,0.990,84.810,33.500,-5.360
63746212165,63746.212165,26.843297,0.680,0.070,0.880,99.020,46.370,-19.970
63746218128,63746.218128,26.849260,0.570,-0.170,0.700,127.180,40.660,-26.990
63746226335,63746.226335,26.857467,0.410,-0.330,0.660,157.630,21.740,-8.720
63746234157,63746.234157,26.865289,0.450,-0.360,0.630,177.110,10.500,7.970
63746241186,63746.241186,26.872318,0.580,-0.020,0.620,192.240,-11.620,17.370
63746247177,63746.247177,26.878309,0.710,0.310,0.750,176.500,-27.470,17.830
63746253205,63746.253205,26.884337,0.800,0.440,0.780,144.760,-41.010,16.350
63746260171,63746.260171,26.891303,0.820,0.450,0.830,110.090,-52.720,16.780
63746266179,63746.266179,26.897311,0.740,0.360,0.740,79.600,-64.600,22.780
63746272192,63746.272192,26.903324,0.650,0.350,0.600,56.410,-81.500,27.210
63746281178,63746.281178,26.912310,0.580,0.410,0.540,20.960,-105.690,37.710
63746289366,63746.289366,26.920498,0.670,0.440,0.540,-6.730,-115.100,39.390
63746296166,63746.296166,26.927298,0.670,0.380,0.670,-28.150,-114.320,36.320
63746302306,63746.302306,26.933438,0.730,0.340,0.590,-41.880,-110.030,32.730
63746308134,63746.308134,26.939266,0.770,0.350,0.590,-54.920,-108.270,30.230
63746314200,63746.314200,26.945332,0.760,0.340,0.670,-66.550,-103.940,22.930
63746321137,63746.321137,26.952269,0.760,0.220,0.760,-68.720,-100.870,10.180
63746327150,63746.327150,26.958282,0.800,0.120,0.900,-43.470,-95.740,-10.170
63746335179,63746.335179,26.966311,0.930,-0.050,1.010,25.560,-83.190,-47.710
63746353183,63746.353183,26.984315,1.210,0.140,0.900,142.210,-42.370,-107.510
63746359508,63746.359508,26.990640,1.240,0.170,0.790,146.960,-25.690,-117.790
63746366166,63746.366166,26.997298,1.140,0.100,0.760,142.290,-12.960,-120.210
63746372426,63746.372426,27.003558,1.030,-0.070,0.880,137.190,-2.400,-112.660
63746379192,63746.379192,27.010324,0.930,-0.210,0.990,138.200,12.660,-85.530
63746386640,63746.386640,27.017772,0.780,-0.190,1.060,139.760,35.530,-46.060
63746395190,63746.395190,27.026322,0.680,-0.010,0.930,135.940,54.120,-1.100
63746401188,63746.401188,27.032320,0.650,0.210,0.810,131.710,55.530,17.650
63746407383,63746.407383,27.038515,0.690,0.440,0.710,121.940,49.850,23.980
63746413329,63746.413329,27.044461,0.770,0.590,0.610,106.080,42.870,20.240
63746419162,63746.419162,27.050294,0.810,0.630,0.530,83.190,33.940,13.110
63746426393,63746.426393,27.057525,0.830,0.570,0.500,53.950,19.600,9.890
63746433178,63746.433178,27.064310,0.870,0.360,0.560,21.850,-2.210,14.700
63746441543,63746.441543,27.072675,0.900,0.180,0.720,-0.870,-17.600,32.790
63746449173,63746.449173,27.080305,0.830,0.040,0.750,-18.320,-34.290,60.950
63746455174,63746.455174,27.086306,0.880,0.020,0.870,-25.530,-42.950,85.050
63746461549,63746.461549,27.092681,1.030,0.170,1.020,-25.220,-45.010,97.360
63746468972,63746.468972,27.100104,1.090,0.310,1.040,-17.690,-41.860,94.760
63746475850,63746.475850,27.106982,1.060,0.390,1.090,-10.520,-30.980,84.980
63746483292,63746.483292,27.114424,0.980,0.430,1.110,-10.500,-14.400,78.020
63746490178,63746.490178,27.121310,0.890,0.520,1.120,-15.250,3.210,72.400
63746498178,63746.498178,27.129310,0.800,0.620,1.020,-20.350,17.660,57.970
63746504193,63746.504193,27.135325,0.800,0.660,0.860,-21.470,23.620,36.780
63746511156,63746.511156,27.142288,0.800,0.600,0.650,-24.060,24.460,6.370
63746517137,63746.517137,27.148269,0.780,0.500,0.500,-30.950,18.820,-16.850
63746523150,63746.523150,27.154282,0.780,0.330,0.380,-47.730,7.110,-29.920
63746530537,63746.530537,27.161669,0.760,0.120,0.350,-77.500,-9.600,-26.760
63746538677,63746.538677,27.169809,0.750,-0.070,0.390,-110.340,-26.150,-7.370
63746546182,63746.546182,27.177314,0.750,-0.180,0.460,-130.780,-37.740,13.070
63746552970,63746.552970,27.184102,0.770,-0.230,0.520,-136.270,-42.760,28.350
63746560151,63746.560151,27.191283,0.780,-0.230,0.600,-130.490,-44.170,43.010
63746568469,63746.568469,27.199601,1.560,0.150,1.910,-96.030,24.200,25.180
63746576264,63746.576264,27.207396,1.400,0.100,1.710,-49.660,84.870,-6.730
63746583111,63746.583111,27.214243,1.200,-0.110,1.390,-9.340,118.170,-20.210
63746591295,63746.591295,27.222427,0.890,-0.230,1.020,34.170,133.220,-25.300
63746597212,63746.597212,27.228344,0.800,-0.230,0.810,60.470,129.280,-26.020
63746603389,63746.603389,27.234521,0.740,-0.170,0.710,80.760,119.620,-24.290
63746610689,63746.610689,27.241821,0.720,-0.030,0.780,91.220,110.380,-21.500
63746617112,63746.617112,27.248244,-0.270,0.330,0.570,18.110,155.540,20.660
63746623321,63746.623321,27.254453,2.000,0.720,2.000,-29.740,127.160,57.980
63746629117,63746.629117,27.260249,0.950,-0.050,0.460,-24.760,100.950,65.110
63746635176,63746.635176,27.266308,0.500,0.340,0.640,-24.170,77.710,48.850
63746641429,63746.641429,27.272561,1.460,0.490,2.000,-37.180,79.760,49.920
63746652280,63746.652280,27.283412,0.910,0.330,1.590,-38.230,66.380,42.990
63746658150,63746.658150,27.289282,0.810,-0.020,1.060,-26.980,69.100,44.840
63746664691,63746.664691,27.295823,0.900,0.010,1.530,-30.500,69.400,49.040
63746671163,63746.671163,27.302295,0.780,-0.120,0.920,-17.470,74.320,43.330
63746679184,63746.679184,27.310316,0.720,-0.090,0.750,21.330,79.730,19.100
63746686201,63746.686201,27.317333,0.730,-0.110,0.730,47.450,87.110,8.260
63746694247,63746.694247,27.325379,0.260,0.130,1.020,31.150,104.720,16.430
63746702278,63746.702278,27.333410,0.630,0.170,1.090,12.700,102.960,40.460
63746708241,63746.708241,27.339373,0.560,0.150,0.900,31.420,104.660,19.880
63746716172,63746.716172,27.347304,0.510,0.220,0.980,32.610,107.560,5.160
63746723270,63746.723270,27.354402,0.530,0.280,0.990,26.210,108.850,-2.310
63746731134,63746.731134,27.362266,0.510,0.140,0.910,10.030,98.960,-5.280
63746737103,63746.737103,27.368235,0.500,0.080,0.940,-0.900,92.820,-5.530
63746743695,63746.743695,27.374827,0.590,0.010,0.940,-5.680,88.750,-6.290
63746750239,63746.750239,27.381371,0.570,-0.030,0.940,-3.980,86.810,-8.270
63746757437,63746.757437,27.388569,0.320,-0.240,-0.340,118.210,60.690,-97.920
63746763308,63746.763308,27.394440,0.100,-0.170,0.420,89.500,54.990,-54.960
63746769113,63746.769113,27.400245,-0.040,-0.110,1.060,11.890,13.770,-17.310
63746777289,63746.777289,27.408421,1.280,0.390,1.940,-30.700,-13.630,8.320
63746783201,63746.783201,27.414333,0.680,0.300,1.030,30.500,2.270,-10.270
63746792339,63746.792339,27.423471,0.720,-0.180,1.500,44.410,10.200,3.180
63746798137,63746.798137,27.429269,0.450,0.050,0.870,19.020,5.500,17.330
63746804632,63746.804632,27.435764,1.170,0.280,2.000,7.340,0.890,31.340
63746811263,63746.811263,27.442395,0.200,-0.200,0.090,50.760,10.020,15.600
63746820206,63746.820206,27.451338,0.670,0.020,1.250,33.450,12.640,27.300
63746826133,63746.826133,27.457265,0.300,0.020,0.540,38.760,2.630,20.760
63746832135,63746.832135,27.463267,0.300,0.180,0.890,10.630,-2.060,28.530
63746838132,63746.838132,27.469264,0.860,-0.080,1.280,37.650,13.100,7.950
63746845153,63746.845153,27.476285,0.280,0.020,0.170,5.690,-2.260,16.730
63746851112,63746.851112,27.482244,0.740,0.010,1.280,28.630,4.750,5.450
63746857106,63746.857106,27.488238,0.290,0.040,0.580,11.050,2.380,9.970
63746867148,63746.867148,27.498280,0.580,0.090,0.940,19.590,2.870,1.220
63746883176,63746.883176,27.514308,0.550,0.010,0.900,13.040,2.470,0.980
63746889182,63746.889182,27.520314,0.590,0.010,0.940,10.490,1.650,1.600
63746895536,63746.895536,27.526668,0.600,-0.010,0.950,13.220,2.520,0.990
63746902173,63746.902173,27.533305,0.570,0.030,0.920,11.070,1.660,1.680
63746909380,63746.909380,27.540512,0.600,-0.020,0.960,12.240,2.270,1.240
63746916168,63746.916168,27.547300,0.570,0.030,0.920,11.600,2.090,1.420
63746922127,63746.922127,27.553259,0.590,-0.000,0.940,11.400,1.890,1.540
63746928133,63746.928133,27.559265,0.580,0.010,0.930,12.920,2.320,1.160
63746934132,63746.934132,27.565264,0.570,0.020,0.930,10.790,1.730,1.760
63746940233,63746.940233,27.571365,0.590,-0.010,0.940,12.670,2.260,1.070
63746946158,63746.946158,27.577290,0.570,0.020,0.920,11.820,1.940,1.450
63746952128,63746.952128,27.583260,0.590,-0.010,0.930,11.400,1.890,1.570
63746970289,63746.970289,27.601421,0.590,-0.000,0.940,12.290,2.350,1.400
63746985365,63746.985365,27.616497,0.550,-0.080,0.950,15.270,1.660,6.320
63746991290,63746.991290,27.622422,0.520,-0.050,0.910,17.890,1.730,9.040
63746997208,63746.997208,27.628340,0.660,-0.000,1.000,18.290,2.120,7.560
63747004272,63747.004272,27.635404,0.480,-0.070,0.880,18.850,1.940,13.560
63747010144,63747.010144,27.641276,0.560,-0.060,1.080,24.870,3.270,18.600
63747016174,63747.016174,27.647306,0.470,-0.000,0.790,23.190,0.890,28.930
63747022145,63747.022145,27.653277,0.600,0.090,1.050,33.790,2.270,26.750
63747028135,63747.028135,27.659267,0.320,-0.180,0.600,40.920,1.620,37.850
63747034131,63747.034131,27.665263,0.300,-0.130,1.130,43.850,3.530,50.080
63747040132,63747.040132,27.671264,0.550,-0.060,0.990,47.310,-0.050,53.730
63747046131,63747.046131,27.677263,0.670,0.050,1.020,48.490,5.850,61.300
63747053418,63747.053418,27.684550,0.450,-0.140,0.720,49.630,7.150,59.300
63747061168,63747.061168,27.692300,0.530,0.070,0.920,54.150,2.930,45.300
63747067165,63747.067165,27.698297,0.630,0.200,1.080,39.950,5.330,38.720
63747073160,63747.073160,27.704292,0.720,0.010,0.970,31.250,2.490,38.350
63747080169,63747.080169,27.711301,0.940,0.080,0.870,38.260,8.490,18.230
63747088772,63747.088772,27.719904,0.570,0.060,0.570,11.180,-3.820,22.730
63747096218,63747.096218,27.727350,0.570,0.110,0.940,25.280,4.470,-2.000
63747104470,63747.104470,27.735602,0.730,0.050,0.880,6.550,0.090,4.530
63747110287,63747.110287,27.741419,0.630,-0.040,0.960,16.730,2.990,-0.550
63747118190,63747.118190,27.749322,0.600,0.080,0.910,8.240,1.890,2.460
63747124155,63747.124155,27.755287,0.640,-0.020,0.990,13.240,2.320,0.900
63747131278,63747.131278,27.762410,0.570,0.070,0.900,11.070,1.770,1.390
63747137138,63747.137138,27.768270,0.600,-0.010,0.950,10.810,1.790,1.760
63747143144,63747.143144,27.774276,0.570,0.000,0.910,13.890,2.720,0.930
63747149243,63747.149243,27.780375,0.570,0.030,0.920,9.970,1.370,1.920
63747160336,63747.160336,27.791468,0.560,-0.040,0.970,15.530,2.460,0.750
63747169176,63747.169176,27.800308,0.460,-0.020,0.890,12.660,1.590,7.530
63747177296,63747.177296,27.808428,0.590,-0.030,1.030,19.500,2.440,8.790
63747185169,63747.185169,27.816301,0.460,-0.070,0.970,20.340,1.950,11.630
63747191160,63747.191160,27.822292,0.510,-0.030,0.970,24.350,2.140,13.820
63747197217,63747.197217,27.828349,0.470,-0.210,0.910,17.890,-0.560,28.630
63747204232,63747.204232,27.835364,0.440,-0.070,0.990,35.680,5.940,18.760
63747211196,63747.211196,27.842328,0.340,-0.110,0.830,20.240,-2.110,27.980
63747217143,63747.217143,27.848275,0.580,0.040,1.010,29.850,1.340,18.920
63747223157,63747.223157,27.854289,0.560,-0.080,1.030,19.790,3.820,25.150
63747230137,63747.230137,27.861269,0.430,0.020,0.910,23.710,1.510,21.660
63747236108,63747.236108,27.867240,0.910,0.190,1.420,26.980,4.520,13.690
63747242109,63747.242109,27.873241,0.710,-0.040,0.900,11.310,0.840,19.850
63747248122,63747.248122,27.879254,0.580,0.270,0.980,24.140,6.470,8.240
63747257381,63747.257381,27.888513,0.570,0.000,1.130,7.360,1.070,7.590
63747266549,63747.266549,27.897681,0.750,-0.020,0.930,9.620,0.290,-2.180
63747273170,63747.273170,27.904302,0.690,0.100,0.920,6.110,4.690,-4.700
63747279574,63747.279574,27.910706,0.640,-0.030,0.910,18.760,8.030,0.960
63747286327,63747.286327,27.917459,0.540,-0.020,0.940,4.460,-3.010,6.890
63747293186,63747.293186,27.924318,0.620,0.150,0.940,8.670,1.590,-7.150
63747302217,63747.302217,27.933349,0.650,-0.090,0.830,6.090,2.180,-9.830
63747308135,63747.308135,27.939267,0.580,-0.090,0.950,7.710,1.760,-5.390
63747314248,63747.314248,27.945380,0.560,-0.040,0.910,11.190,2.920,-5.800
63747320392,63747.320392,27.951524,0.570,-0.050,0.990,10.950,1.710,0.430
63747326327,63747.326327,27.957459,0.560,0.040,0.900,12.760,2.210,0.990
63747332118,63747.332118,27.963250,0.590,0.020,0.980,11.150,1.970,1.180
63747338106,63747.338106,27.969238,0.590,0.030,0.940,13.310,2.340,0.600
63747351160,63747.351160,27.982292,0.590,0.040,0.920,12.470,2.340,0.340
63747370187,63747.370187,28.001319,0.680,0.210,0.820,-0.730,2.230,-13.980
63747376165,63747.376165,28.007297,0.620,0.380,0.850,-8.490,2.470,-27.590
63747384162,63747.384162,28.015294,0.550,-0.190,1.250,-3.950,2.820,-32.430
63747390159,63747.390159,28.021291,0.500,-0.300,0.880,-4.000,0.670,-14.350
63747397292,63747.397292,28.028424,0.620,-0.070,0.960,7.050,2.780,-11.160
63747406309,63747.406309,28.037441,0.540,-0.150,0.940,4.340,0.750,-1.950
63747413597,63747.413597,28.044729,0.590,-0.120,0.950,14.760,3.220,-0.990
63747421244,63747.421244,28.052376,0.570,0.030,0.920,8.640,1.240,2.050
63747428175,63747.428175,28.059307,0.590,-0.020,0.940,14.440,3.050,0.600
63747435177,63747.435177,28.066309,0.560,0.020,0.930,9.630,1.300,2.080
63747441166,63747.441166,28.072298,0.590,-0.040,0.950,13.820,2.120,1.190
63747448397,63747.448397,28.079529,0.530,0.020,0.930,12.060,2.020,1.570
63747457012,63747.457012,28.088144,0.590,-0.010,0.940,13.300,2.400,0.920
63747464168,63747.464168,28.095300,0.570,0.010,0.910,10.850,1.850,1.690
63747470569,63747.470569,28.101701,0.600,-0.020,0.950,11.690,2.110,1.310
63747477186,63747.477186,28.108318,0.550,0.030,0.920,11.220,1.940,1.300
63747483169,63747.483169,28.114301,0.560,-0.070,0.970,11.790,1.710,1.190
63747491109,63747.491109,28.122241,0.550,0.020,0.930,12.700,2.350,0.990
63747499188,63747.499188,28.130320,0.600,-0.000,0.930,11.560,2.000,1.950
63747507189,63747.507189,28.138321,0.580,-0.000,0.930,11.310,1.830,1.600
63747514172,63747.514172,28.145304,0.590,0.000,0.930,12.120,1.910,1.370
63747520140,63747.520140,28.151272,0.580,0.010,0.920,11.450,1.970,1.390
63747526139,63747.526139,28.157271,0.590,-0.010,0.940,11.800,2.170,1.390
63747532245,63747.532245,28.163377,0.570,0.010,0.930,11.940,2.350,1.280
63747538112,63747.538112,28.169244,0.580,0.010,0.920,11.710,1.880,1.480
63747545145,63747.545145,28.176277,0.570,0.020,0.930,11.850,1.970,1.500
63747699207,63747.699207,28.330339,0.370,0.120,0.410,-39.820,-1.650,-45.280
63747705326,63747.705326,28.336458,0.630,-0.030,0.530,-22.440,3.300,-61.690
63747711470,63747.711470,28.342602,0.480,0.160,0.800,-17.530,8.550,-70.610
63747718505,63747.718505,28.349637,0.760,-0.190,0.910,-18.170,16.730,-79.130
63747726314,63747.726314,28.357446,0.120,0.160,0.330,-38.030,-8.310,-54.840
63747733410,63747.733410,28.364542,0.510,-0.090,0.170,-21.370,-6.440,-53.600
63747739144,63747.739144,28.370276,0.600,-0.230,0.180,-18.410,4.260,-53.280
63747746624,63747.746624,28.377756,0.570,-0.300,1.230,-2.500,3.600,-44.240
63747753279,63747.753279,28.384411,0.490,-0.360,0.780,8.500,3.540,-29.330
63747759247,63747.759247,28.390379,0.710,-0.340,0.920,1.250,-0.050,-6.140
63747766287,63747.766287,28.397419,0.710,-0.230,0.940,13.620,0.640,3.080
63747772137,63747.772137,28.403269,0.590,-0.060,1.010,14.850,6.270,-2.920
63747778212,63747.778212,28.409344,0.480,0.140,0.680,15.110,3.020,1.530
63747786177,63747.786177,28.417309,0.660,-0.070,0.970,11.450,2.090,1.160
63747793927,63747.793927,28.425059,0.530,0.060,0.880,12.930,2.240,1.150
63747801170,63747.801170,28.432302,0.630,-0.040,0.960,12.260,1.570,3.450
63747807156,63747.807156,28.438288,0.550,-0.040,0.910,13.660,2.200,3.400
63747814634,63747.814634,28.445766,0.630,-0.040,0.950,15.050,2.140,5.800
63747821311,63747.821311,28.452443,0.550,-0.050,0.910,16.560,2.500,5.280
63747827382,63747.827382,28.458514,0.590,-0.010,0.980,16.270,2.430,8.900
63747834179,63747.834179,28.465311,0.580,0.020,0.920,16.960,3.050,6.000
63747841820,63747.841820,28.472952,0.590,-0.030,0.940,16.270,2.370,7.450
63747848137,63747.848137,28.479269,0.570,-0.040,0.930,17.570,2.150,7.880
63747854120,63747.854120,28.485252,0.570,-0.050,0.930,18.260,2.200,9.280
63747860204,63747.860204,28.491336,0.540,-0.070,0.920,19.650,1.440,11.450
63747867172,63747.867172,28.498304,0.590,-0.000,0.930,20.460,2.270,12.780
63747875292,63747.875292,28.506424,0.600,0.020,0.890,19.440,1.760,10.900
63747882183,63747.882183,28.513315,0.520,0.050,0.920,15.690,2.400,6.690
63747890180,63747.890180,28.521312,0.600,0.030,0.950,15.070,2.310,5.570
63747896291,63747.896291,28.527423,0.590,0.020,0.890,14.370,2.530,4.350
63747903175,63747.903175,28.534307,0.610,0.030,0.910,11.920,2.310,2.310
63747909621,63747.909621,28.540753,0.570,-0.000,0.930,13.680,2.600,1.980
63747916871,63747.916871,28.548003,0.560,-0.030,0.990,16.240,2.460,5.530
63747924748,63747.924748,28.555880,0.560,-0.010,0.950,14.920,2.050,10.350
63747932168,63747.932168,28.563300,0.590,0.100,0.860,14.200,1.420,9.820
63747938153,63747.938153,28.569285,0.620,0.090,0.970,17.470,3.150,2.310
63747945174,63747.945174,28.576306,0.530,-0.010,0.910,11.630,0.780,7.980
63747951180,63747.951180,28.582312,0.590,-0.010,0.980,16.110,1.970,6.560
63747957153,63747.957153,28.588285,0.600,-0.020,0.890,15.510,1.540,8.810
63747966171,63747.966171,28.597303,0.610,-0.000,0.950,19.010,2.560,8.670
63747975175,63747.975175,28.606307,0.580,0.010,0.940,15.620,1.340,11.150
63747981135,63747.981135,28.612267,0.620,0.060,0.920,19.890,3.220,6.870
63747988172,63747.988172,28.619304,0.570,0.070,0.920,12.730,1.770,6.730
63747994286,63747.994286,28.625418,0.600,0.060,0.940,14.320,2.610,2.430
63748000174,63748.000174,28.631306,0.570,0.050,0.920,11.240,1.800,2.050
63748007538,63748.007538,28.638670,0.590,-0.010,0.940,12.350,2.340,1.300
63748016212,63748.016212,28.647344,0.570,0.030,0.920,11.360,1.980,1.450
63748023208,63748.023208,28.654340,0.590,-0.010,0.940,12.530,2.320,1.160
63748031350,63748.031350,28.662482,0.580,0.020,0.920,11.330,1.920,1.470
63748037174,63748.037174,28.668306,0.580,-0.000,0.940,12.050,2.120,1.420
63748043348,63748.043348,28.674480,0.580,0.020,0.930,12.240,2.020,1.420
63748051425,63748.051425,28.682557,0.590,0.010,0.930,12.050,2.050,1.400
63748058144,63748.058144,28.689276,0.590,0.000,0.930,12.180,2.210,1.360
63748064155,63748.064155,28.695287,0.580,0.010,0.940,11.740,2.000,1.470
63748070121,63748.070121,28.701253,0.580,0.010,0.940,12.310,2.060,1.330
63748076136,63748.076136,28.707268,0.580,0.020,0.930,11.650,2.030,1.590
63748082117,63748.082117,28.713249,0.570,0.000,0.940,11.860,1.950,1.500
63748088406,63748.088406,28.719538,0.580,0.010,0.930,12.030,2.060,1.390
63748094175,63748.094175,28.725307,0.580,0.010,0.930,11.820,2.050,1.370
63748102176,63748.102176,28.733308,0.580,0.010,0.930,12.050,2.150,1.440
63748207043,63748.207043,28.838175,0.580,0.000,0.940,12.000,2.020,1.190
63748213166,63748.213166,28.844298,0.590,0.010,0.930,11.800,2.110,1.440
63748220181,63748.220181,28.851313,0.580,0.000,0.930,12.020,2.080,1.300
63748226463,63748.226463,28.857595,0.570,0.010,0.940,11.910,2.150,1.330
63748233178,63748.233178,28.864310,0.580,0.000,0.940,11.790,2.140,1.390
63748240194,63748.240194,28.871326,0.580,0.010,0.930,11.920,2.060,1.440
63748247832,63748.247832,28.878964,0.580,0.000,0.930,11.920,2.120,1.400
63748256171,63748.256171,28.887303,0.580,0.010,0.940,11.820,2.050,1.310
63748262221,63748.262221,28.893353,0.580,0.010,0.920,11.890,2.030,1.330
63748268168,63748.268168,28.899300,0.590,0.010,0.940,11.860,2.110,1.340
63748275299,63748.275299,28.906431,0.580,0.010,0.930,11.820,2.000,1.250
63748282157,63748.282157,28.913289,0.580,0.010,0.930,11.860,1.980,1.390
63748292185,63748.292185,28.923317,0.580,0.010,0.930,11.770,2.090,1.340
63748298153,63748.298153,28.929285,0.590,0.010,0.930,12.180,1.920,1.450
63748304190,63748.304190,28.935322,0.580,0.010,0.930,11.800,2.050,1.440
63748312178,63748.312178,28.943310,0.580,0.010,0.930,11.980,2.090,1.330
63748319196,63748.319196,28.950328,0.580,0.010,0.930,11.820,1.970,1.480
63748325765,63748.325765,28.956897,0.580,0.010,0.920,11.820,1.940,1.390
63748334250,63748.334250,28.965382,0.580,0.010,0.930,11.860,1.950,1.400
63748341177,63748.341177,28.972309,0.580,0.000,0.940,11.890,2.090,1.400
63748347177,63748.347177,28.978309,0.580,0.010,0.930,12.050,2.140,1.180
63748354174,63748.354174,28.985306,0.580,0.010,0.930,12.110,2.180,1.310
63748360870,63748.360870,28.992002,0.580,0.010,0.930,11.950,2.080,1.300
63748367213,63748.367213,28.998345,0.580,0.000,0.940,11.920,2.120,1.400
63748375379,63748.375379,29.006511,0.580,0.010,0.930,11.800,2.030,1.340
63748381597,63748.381597,29.012729,0.580,0.010,0.930,12.150,2.000,1.240
63748391177,63748.391177,29.022309,0.580,0.010,0.930,12.000,2.140,1.570
63748397130,63748.397130,29.028262,0.580,0.000,0.940,11.790,2.110,1.300
63748403694,63748.403694,29.034826,0.580,0.000,0.920,11.860,2.090,1.280
63748410262,63748.410262,29.041394,0.580,0.000,0.930,11.940,2.090,1.240
63748416171,63748.416171,29.047303,0.580,0.010,0.930,12.060,2.140,1.390
63748424969,63748.424969,29.056101,0.580,0.010,0.920,11.790,2.080,1.440
63748431248,63748.431248,29.062380,0.580,0.000,0.930,11.940,2.140,1.370
63748437655,63748.437655,29.068787,0.580,0.010,0.940,11.970,2.050,1.480
63748444166,63748.444166,29.075298,0.580,0.010,0.920,12.080,2.200,1.330
63748450164,63748.450164,29.081296,0.580,0.010,0.930,11.880,2.170,1.220
63748457346,63748.457346,29.088478,0.580,0.010,0.930,12.060,2.170,1.180
63748464405,63748.464405,29.095537,0.580,0.010,0.920,11.880,2.120,1.420
63748470124,63748.470124,29.101256,0.580,0.000,0.930,11.880,2.170,1.370
63748476336,63748.476336,29.107468,0.590,0.010,0.940,11.850,2.120,1.400
63748485246,63748.485246,29.116378,0.580,0.010,0.920,11.950,2.110,1.400
63748492006,63748.492006,29.123138,0.580,0.010,0.930,11.940,2.030,1.480
63748498193,63748.498193,29.129325,0.590,0.010,0.930,11.820,2.050,1.300
63748504288,63748.504288,29.135420,0.580,0.010,0.930,11.920,1.920,1.280
63748511181,63748.511181,29.142313,0.590,0.010,0.930,11.850,2.120,1.360
63748519385,63748.519385,29.150517,0.580,0.010,0.940,11.790,2.150,1.420
63748527202,63748.527202,29.158334,0.570,0.010,0.940,11.850,2.050,1.270
63748533599,63748.533599,29.164731,0.580,0.000,0.930,11.980,2.150,1.510
63748540147,63748.540147,29.171279,0.580,0.010,0.940,11.880,2.050,1.400
63748546175,63748.546175,29.177307,0.580,0.010,0.930,11.740,2.260,1.370
63748553239,63748.553239,29.184371,0.580,0.010,0.930,11.830,2.260,1.360
63748560998,63748.560998,29.192130,0.580,0.000,0.940,11.860,2.200,1.310
63748568289,63748.568289,29.199421,0.580,0.010,0.930,11.880,1.920,1.470
63748575196,63748.575196,29.206328,0.580,0.010,0.940,11.950,2.110,1.470
63748582359,63748.582359,29.213491,0.580,0.010,0.930,12.020,1.980,1.250
63748589168,63748.589168,29.220300,0.580,0.010,0.940,11.950,2.240,1.300
63748596508,63748.596508,29.227640,0.580,0.010,0.940,11.970,2.030,1.330
63748603851,63748.603851,29.234983,0.590,0.010,0.930,11.830,2.240,1.250
63748610172,63748.610172,29.241304,0.590,0.010,0.930,11.950,2.200,1.400
63748616170,63748.616170,29.247302,0.580,0.010,0.940,11.970,2.270,1.440
63748622220,63748.622220,29.253352,0.570,0.010,0.940,12.000,2.230,1.300
63748629334,63748.629334,29.260466,0.580,0.010,0.930,11.770,1.910,1.390
63748636404,63748.636404,29.267536,0.580,0.010,0.920,11.850,2.050,1.340
63748645188,63748.645188,29.276320,0.580,0.010,0.930,11.940,2.200,1.420
63748651149,63748.651149,29.282281,0.580,0.000,0.940,11.940,2.000,1.300
63748659026,63748.659026,29.290158,0.580,-0.000,0.930,12.230,2.090,1.250
63748665133,63748.665133,29.296265,0.580,0.010,0.920,11.920,2.080,1.360
63748671164,63748.671164,29.302296,0.580,0.010,0.940,11.910,2.110,1.440
63748677253,63748.677253,29.308385,0.580,0.010,0.930,11.830,2.050,1.270
