t_us,t_s,t_rel,ax,ay,az,gx,gy,gz
63719996175,63719.996175,0.627307,0.680,-0.170,0.820,9.680,-18.750,-4.430
63720002120,63720.002120,0.633252,0.680,-0.190,0.820,11.910,-23.110,-6.340
63720008123,63720.008123,0.639255,0.680,-0.190,0.820,13.650,-27.400,-7.570
63720014153,63720.014153,0.645285,0.700,-0.200,0.840,14.140,-29.850,-7.270
63720023185,63720.023185,0.654317,0.710,-0.190,0.830,14.230,-32.270,-5.800
63720029177,63720.029177,0.660309,0.720,-0.180,0.810,12.900,-33.160,-3.660
63720035170,63720.035170,0.666302,0.730,-0.170,0.810,11.240,-33.730,-1.860
63720042189,63720.042189,0.673321,0.730,-0.160,0.800,9.660,-33.650,0.050
63720048184,63720.048184,0.679316,0.750,-0.170,0.790,9.070,-33.400,1.620
63720054195,63720.054195,0.685327,0.740,-0.190,0.770,9.630,-32.780,3.620
63720060587,63720.060587,0.691719,0.750,-0.180,0.770,10.700,-31.560,5.920
63720067217,63720.067217,0.698349,0.750,-0.170,0.780,11.660,-30.140,7.950
63720074031,63720.074031,0.705163,0.740,-0.140,0.790,12.020,-28.850,8.930
63720080178,63720.080178,0.711310,0.740,-0.150,0.760,12.240,-29.010,10.380
63720087624,63720.087624,0.718756,0.740,-0.150,0.770,14.260,-30.180,12.050
63720094207,63720.094207,0.725339,0.740,-0.150,0.750,17.180,-30.440,13.970
63720100367,63720.100367,0.731499,0.750,-0.150,0.770,21.150,-30.760,14.960
63720107162,63720.107162,0.738294,0.760,-0.160,0.770,28.200,-30.490,14.270
63720113141,63720.113141,0.744273,0.770,-0.160,0.780,36.400,-30.000,12.870
63720120338,63720.120338,0.751470,0.760,-0.180,0.760,45.890,-28.550,13.190
63720126182,63720.126182,0.757314,0.760,-0.130,0.760,53.660,-26.120,11.160
63720132197,63720.132197,0.763329,0.770,-0.180,0.740,59.790,-21.210,10.400
63720138420,63720.138420,0.769552,0.810,-0.170,0.770,60.440,-13.280,11.050
63720145193,63720.145193,0.776325,0.810,-0.070,0.760,57.710,-4.350,8.960
63720151288,63720.151288,0.782420,0.840,-0.140,0.760,52.020,4.520,9.100
63720158182,63720.158182,0.789314,0.840,-0.110,0.760,44.900,12.820,7.860
63720165168,63720.165168,0.796300,0.830,-0.100,0.760,41.070,18.870,3.650
63720173638,63720.173638,0.804770,0.790,-0.130,0.750,43.020,24.080,1.020
63720180283,63720.180283,0.811415,0.760,-0.090,0.770,49.680,25.470,-5.680
63720187209,63720.187209,0.818341,0.740,-0.110,0.780,58.980,25.950,-9.630
63720194180,63720.194180,0.825312,0.730,-0.130,0.800,70.500,23.530,-13.740
63720200144,63720.200144,0.831276,0.700,-0.110,0.750,79.830,18.140,-16.240
63720206120,63720.206120,0.837252,0.710,-0.150,0.770,86.140,11.330,-15.690
63720212132,63720.212132,0.843264,0.670,-0.090,0.670,91.310,1.660,-13.560
63720220012,63720.220012,0.851144,0.720,-0.040,0.670,98.840,-11.400,-18.640
63720226412,63720.226412,0.857544,0.690,-0.060,0.690,105.500,-21.400,-20.850
63720232285,63720.232285,0.863417,0.700,-0.050,0.680,111.690,-31.020,-25.210
63720239578,63720.239578,0.870710,0.720,-0.060,0.730,115.970,-38.430,-27.910
63720248491,63720.248491,0.879623,0.720,-0.100,0.710,119.650,-48.370,-23.890
63720262607,63720.262607,0.893739,0.760,-0.120,0.710,111.340,-55.940,-3.180
63720269201,63720.269201,0.900333,0.770,-0.090,0.750,101.560,-54.550,9.970
63720276197,63720.276197,0.907329,0.780,-0.060,0.800,87.480,-48.260,22.660
63720282175,63720.282175,0.913307,0.800,-0.030,0.820,75.740,-39.630,29.800
63720289199,63720.289199,0.920331,0.830,-0.040,0.860,65.820,-25.540,34.400
63720296405,63720.296405,0.927537,0.840,-0.060,0.860,58.550,-7.680,35.470
63720304331,63720.304331,0.935463,0.840,-0.060,0.850,51.190,12.400,33.510
63720310118,63720.310118,0.941250,0.830,0.000,0.830,45.480,24.610,28.690
63720316330,63720.316330,0.947462,0.820,0.040,0.770,39.850,33.920,21.450
63720322562,63720.322562,0.953694,0.830,0.060,0.700,34.920,40.200,14.340
63720329170,63720.329170,0.960302,0.860,0.060,0.680,31.620,45.070,8.060
63720335189,63720.335189,0.966321,0.880,0.060,0.690,32.440,48.400,2.350
63720343219,63720.343219,0.974351,0.860,0.070,0.710,40.760,50.890,-9.210
63720351176,63720.351176,0.982308,0.830,0.060,0.720,55.020,50.170,-22.980
63720358177,63720.358177,0.989309,0.770,0.060,0.710,68.950,43.940,-34.110
63720364172,63720.364172,0.995304,0.720,0.030,0.700,79.480,35.110,-40.530
63720371288,63720.371288,1.002420,0.660,-0.000,0.710,88.560,22.370,-42.760
63720378986,63720.378986,1.010118,0.630,-0.070,0.730,93.080,8.380,-38.200
63720387339,63720.387339,1.018471,0.660,-0.130,0.750,91.440,-5.790,-23.390
63720393168,63720.393168,1.024300,0.700,-0.110,0.750,85.160,-12.520,-8.980
63720401610,63720.401610,1.032742,0.790,-0.010,0.750,76.980,-15.730,8.840
63720408161,63720.408161,1.039293,0.850,0.030,0.790,69.950,-12.080,21.180
63720414137,63720.414137,1.045269,0.850,0.050,0.760,58.320,-5.760,36.030
63720420123,63720.420123,1.051255,0.860,0.090,0.790,47.280,0.960,45.020
63720427803,63720.427803,1.058935,0.900,0.070,0.820,31.180,14.140,54.060
63720434663,63720.434663,1.065795,0.900,0.130,0.720,26.050,22.720,55.890
63720444306,63720.444306,1.075438,0.880,0.010,0.780,27.080,34.120,53.730
63720451223,63720.451223,1.082355,0.830,-0.050,0.780,12.660,38.530,58.340
63720458176,63720.458176,1.089308,0.750,0.070,0.690,6.870,34.430,50.730
63720464175,63720.464175,1.095307,0.690,0.080,0.660,6.180,27.130,38.780
63720470208,63720.470208,1.101340,0.680,0.210,0.700,3.620,18.870,24.310
63720476651,63720.476651,1.107783,0.660,0.640,0.700,-25.050,12.900,7.600
63720484450,63720.484450,1.115582,0.600,0.560,0.680,-70.520,2.400,-7.250
63720491262,63720.491262,1.122394,0.610,0.470,0.600,-105.830,-12.370,-19.160
63720498175,63720.498175,1.129307,0.630,0.350,0.390,-128.820,-35.970,-37.440
63720504162,63720.504162,1.135294,0.630,0.220,0.370,-138.400,-53.660,-45.790
63720510400,63720.510400,1.141532,0.750,-0.140,0.800,-139.110,-68.050,-48.640
63720517224,63720.517224,1.148356,0.780,-0.500,0.930,-142.900,-64.290,-29.240
63720525156,63720.525156,1.156288,0.780,-0.760,1.090,-104.320,-58.290,-16.690
63720534789,63720.534789,1.165921,0.820,-1.110,1.070,8.780,-33.340,1.470
63720541172,63720.541172,1.172304,0.880,-0.320,0.930,78.400,-18.660,16.180
63720547161,63720.547161,1.178293,0.830,0.040,0.750,71.740,-10.560,30.980
63720553177,63720.553177,1.184309,0.800,0.100,0.690,41.480,-8.460,47.600
63720559821,63720.559821,1.190953,0.860,0.070,0.720,16.630,-4.460,60.240
63720566173,63720.566173,1.197305,0.880,-0.010,0.770,9.820,2.890,63.740
63720577527,63720.577527,1.208659,0.840,0.000,0.820,29.710,22.110,55.040
63720584186,63720.584186,1.215318,0.760,0.010,0.770,34.060,30.610,46.050
63720590175,63720.590175,1.221307,0.690,-0.020,0.690,32.460,32.370,40.290
63720597314,63720.597314,1.228446,0.660,-0.030,0.700,28.430,29.270,31.020
63720604186,63720.604186,1.235318,0.680,-0.110,0.740,23.480,25.400,23.590
63720610142,63720.610142,1.241274,0.670,-0.090,0.710,21.100,21.390,16.240
63720617153,63720.617153,1.248285,0.630,-0.030,0.720,18.090,14.060,4.630
63720623418,63720.623418,1.254550,0.630,-0.040,0.740,14.430,7.710,-6.950
63720629167,63720.629167,1.260299,0.630,-0.070,0.720,14.240,2.630,-14.490
63720637364,63720.637364,1.268496,0.640,-0.140,0.750,12.380,-1.280,-18.150
63720643530,63720.643530,1.274662,0.720,-0.010,0.760,0.460,-4.270,-21.160
63720650165,63720.650165,1.281297,0.750,-0.000,0.740,-0.080,-3.370,-21.910
63720656171,63720.656171,1.287303,0.760,-0.040,0.780,4.370,-1.310,-18.990
63720662171,63720.662171,1.293303,0.750,0.020,0.800,8.850,2.350,-15.950
63720668172,63720.668172,1.299304,0.820,-0.000,0.810,12.700,8.350,-13.020
63720679222,63720.679222,1.310354,0.840,-0.030,0.780,10.240,15.940,-2.290
63720685976,63720.685976,1.317108,0.830,-0.010,0.770,5.510,18.200,0.520
63720692323,63720.692323,1.323455,0.790,-0.020,0.790,6.020,19.040,0.530
63720699343,63720.699343,1.330475,0.770,-0.030,0.780,8.810,17.830,-1.330
63720707182,63720.707182,1.338314,0.760,-0.070,0.770,9.680,12.980,-1.020
63720714947,63720.714947,1.346079,0.740,-0.040,0.730,7.300,5.220,0.270
63720721150,63720.721150,1.352282,0.730,-0.030,0.720,5.510,-2.950,-0.170
63720727876,63720.727876,1.359008,0.720,-0.040,0.730,4.430,-11.150,-1.010
63720734131,63720.734131,1.365263,0.730,-0.060,0.720,3.300,-18.170,-1.080
63720740109,63720.740109,1.371241,0.730,-0.070,0.700,-1.420,-24.350,2.980
63720746349,63720.746349,1.377481,0.780,-0.040,0.750,-3.740,-27.510,4.560
63720752161,63720.752161,1.383293,0.770,-0.070,0.730,-5.470,-28.150,6.960
63720759296,63720.759296,1.390428,0.780,-0.070,0.730,-8.720,-27.220,8.850
63720766167,63720.766167,1.397299,0.820,-0.030,0.750,-10.870,-24.890,10.200
63720772166,63720.772166,1.403298,0.810,-0.060,0.750,-10.500,-21.450,9.730
63720778195,63720.778195,1.409327,0.820,-0.050,0.760,-8.670,-17.500,8.890
63720785297,63720.785297,1.416429,0.820,-0.060,0.760,-4.720,-12.320,8.290
63720791277,63720.791277,1.422409,0.800,-0.080,0.750,-1.540,-8.460,9.180
63720798192,63720.798192,1.429324,0.780,-0.070,0.760,0.920,-4.210,10.580
63720804178,63720.804178,1.435310,0.770,-0.060,0.760,1.330,-1.310,12.060
63720810166,63720.810166,1.441298,0.760,-0.060,0.760,1.220,0.850,12.460
63720816162,63720.816162,1.447294,0.750,-0.080,0.750,2.200,2.980,10.470
63720822159,63720.822159,1.453291,0.760,-0.080,0.760,3.540,4.210,7.130
63720828131,63720.828131,1.459263,0.760,-0.090,0.740,4.400,4.140,4.230
63720837172,63720.837172,1.468304,0.770,-0.070,0.740,7.300,1.910,-1.920
63720843170,63720.843170,1.474302,0.770,-0.070,0.740,10.030,-0.850,-7.110
63720849169,63720.849169,1.480301,0.760,-0.080,0.750,11.340,-4.210,-9.220
63720855173,63720.855173,1.486305,0.770,-0.080,0.720,10.210,-8.560,-7.880
63720861426,63720.861426,1.492558,0.770,-0.080,0.720,7.560,-13.620,-4.670
63720867190,63720.867190,1.498322,0.770,-0.030,0.700,8.140,-19.240,-4.850
63720877787,63720.877787,1.508919,0.840,-0.090,0.770,14.900,-24.560,-4.930
63720885238,63720.885238,1.516370,0.840,-0.080,0.770,18.530,-25.480,-1.920
63720891180,63720.891180,1.522312,0.810,-0.050,0.720,19.800,-28.030,-1.420
63720897543,63720.897543,1.528675,0.790,-0.070,0.710,18.030,-31.790,-0.520
63720905187,63720.905187,1.536319,0.790,-0.070,0.660,14.090,-39.130,0.700
63720911281,63720.911281,1.542413,0.800,-0.080,0.700,11.970,-45.220,2.170
63720918186,63720.918186,1.549318,0.810,-0.080,0.710,10.430,-52.670,3.850
63720924149,63720.924149,1.555281,0.830,-0.050,0.730,9.880,-57.330,4.670
63720930322,63720.930322,1.561454,0.840,-0.060,0.750,11.250,-61.050,4.440
63720938519,63720.938519,1.569651,0.840,-0.080,0.730,12.080,-63.220,6.820
63720945183,63720.945183,1.576315,0.870,-0.080,0.760,14.500,-61.830,7.310
63720951169,63720.951169,1.582301,0.870,-0.080,0.780,18.020,-56.930,7.620
63720957178,63720.957178,1.588310,0.850,-0.080,0.740,20.660,-52.020,7.570
63720963173,63720.963173,1.594305,0.830,-0.090,0.720,20.200,-47.860,9.180
63720969191,63720.969191,1.600323,0.810,-0.080,0.690,18.560,-44.700,10.030
63720979598,63720.979598,1.610730,0.800,-0.080,0.660,17.920,-41.730,7.160
63720986525,63720.986525,1.617657,0.780,-0.070,0.630,19.980,-42.090,2.430
63720992829,63720.992829,1.623961,0.770,-0.060,0.600,23.620,-45.420,-3.980
63720999160,63720.999160,1.630292,0.760,-0.060,0.580,28.020,-50.960,-10.340
63721005176,63721.005176,1.636308,0.780,-0.040,0.610,29.570,-56.140,-14.550
63721011208,63721.011208,1.642340,0.820,-0.020,0.650,26.200,-58.580,-15.160
63721019179,63721.019179,1.650311,0.860,-0.050,0.670,20.900,-58.560,-14.000
63721025132,63721.025132,1.656264,0.870,-0.090,0.670,18.340,-55.860,-11.620
63721031133,63721.031133,1.662265,0.870,-0.090,0.660,14.400,-51.370,-7.280
63721037763,63721.037763,1.668895,0.860,-0.100,0.630,10.430,-46.990,-3.830
63721044165,63721.044165,1.675297,0.880,-0.100,0.650,7.420,-41.800,-1.020
63721050152,63721.050152,1.681284,0.880,-0.090,0.660,4.960,-36.260,1.150
63721056172,63721.056172,1.687304,0.900,-0.080,0.660,4.030,-30.230,1.820
63721062175,63721.062175,1.693307,0.890,-0.060,0.640,5.040,-24.340,0.440
63721068161,63721.068161,1.699293,0.880,-0.070,0.590,6.790,-19.470,-1.710
63721075390,63721.075390,1.706522,0.860,-0.060,0.550,8.730,-15.730,-4.110
63721083845,63721.083845,1.714977,0.840,-0.070,0.520,10.320,-13.920,-4.610
63721090207,63721.090207,1.721339,0.830,-0.070,0.540,11.620,-13.190,-3.850
63721096175,63721.096175,1.727307,0.810,-0.060,0.530,13.100,-13.270,-2.810
63721102156,63721.102156,1.733288,0.800,-0.050,0.520,14.630,-13.880,-2.720
63721108183,63721.108183,1.739315,0.820,-0.030,0.540,15.680,-14.500,-2.750
63721115793,63721.115793,1.746925,0.860,-0.020,0.550,14.460,-15.010,-1.660
63721122197,63721.122197,1.753329,0.880,-0.020,0.560,14.020,-15.300,-1.160
63721128134,63721.128134,1.759266,0.890,-0.010,0.570,14.020,-14.930,-1.660
63721134148,63721.134148,1.765280,0.900,-0.040,0.560,14.760,-13.890,-1.820
63721142299,63721.142299,1.773431,0.930,-0.030,0.560,15.020,-12.990,-1.390
63721150169,63721.150169,1.781301,0.960,-0.080,0.570,15.910,-10.810,2.030
63721156170,63721.156170,1.787302,0.970,-0.070,0.620,18.720,-8.500,3.740
63721162347,63721.162347,1.793479,0.940,-0.090,0.640,21.760,-5.880,6.060
63721168184,63721.168184,1.799316,0.920,-0.050,0.610,23.370,-4.690,7.330
63721174192,63721.174192,1.805324,0.910,-0.060,0.600,22.990,-5.300,7.940
63721182349,63721.182349,1.813481,0.900,-0.060,0.580,22.440,-7.510,7.390
63721191143,63721.191143,1.822275,0.900,-0.050,0.590,23.620,-12.290,1.190
63721198406,63721.198406,1.829538,0.890,-0.040,0.600,24.460,-16.320,-5.010
63721205278,63721.205278,1.836410,0.880,-0.040,0.610,24.050,-19.630,-7.420
63721212202,63721.212202,1.843334,0.870,-0.050,0.590,24.550,-23.790,-9.080
63721218488,63721.218488,1.849620,0.850,-0.060,0.560,24.990,-28.140,-9.070
63721226216,63721.226216,1.857348,0.870,-0.030,0.550,28.310,-35.100,-12.380
63721232155,63721.232155,1.863287,0.900,-0.000,0.570,29.480,-39.600,-14.020
63721238143,63721.238143,1.869275,0.910,-0.010,0.570,30.310,-42.200,-15.300
63721244103,63721.244103,1.875235,0.920,-0.050,0.570,30.120,-43.390,-15.110
63721250105,63721.250105,1.881237,0.920,-0.040,0.570,28.560,-42.200,-12.990
63721256732,63721.256732,1.887864,0.920,-0.050,0.550,26.120,-40.110,-10.050
63721265175,63721.265175,1.896307,0.930,-0.030,0.560,25.850,-34.020,-9.100
63721271153,63721.271153,1.902285,0.930,-0.040,0.600,26.980,-29.360,-11.210
63721278172,63721.278172,1.909304,0.920,-0.020,0.550,25.630,-25.600,-13.010
63721284602,63721.284602,1.915734,0.880,-0.020,0.520,24.640,-25.730,-15.500
63721291854,63721.291854,1.922986,0.880,-0.050,0.510,24.690,-28.410,-17.310
63721299212,63721.299212,1.930344,0.880,-0.040,0.510,27.040,-32.530,-18.730
63721306257,63721.306257,1.937389,0.870,-0.030,0.490,30.890,-36.850,-21.860
63721312120,63721.312120,1.943252,0.860,-0.020,0.490,33.010,-40.230,-23.790
63721318121,63721.318121,1.949253,0.880,-0.000,0.530,31.620,-41.080,-23.590
63721327177,63721.327177,1.958309,0.920,-0.000,0.540,28.200,-37.830,-21.910
63721333135,63721.333135,1.964267,0.940,-0.020,0.540,26.950,-33.590,-19.950
63721339147,63721.339147,1.970279,0.940,-0.020,0.540,25.680,-29.300,-17.220
63721345172,63721.345172,1.976304,0.930,-0.020,0.540,24.560,-24.920,-15.210
63721352185,63721.352185,1.983317,0.930,-0.010,0.530,22.920,-20.870,-13.910
63721360062,63721.360062,1.991194,0.940,0.020,0.500,21.980,-19.210,-13.980
63721369189,63721.369189,2.000321,0.950,0.010,0.460,20.960,-20.430,-13.600
63721376168,63721.376168,2.007300,0.970,0.020,0.480,20.060,-21.500,-11.860
63721382182,63721.382182,2.013314,0.960,0.020,0.470,20.990,-22.340,-11.330
63721388169,63721.388169,2.019301,0.950,0.010,0.460,21.790,-23.600,-10.030
63721395771,63721.395771,2.026903,0.930,-0.000,0.470,22.500,-25.940,-7.180
63721403267,63721.403267,2.034399,0.910,0.000,0.450,23.850,-29.190,-3.770
63721412492,63721.412492,2.043624,0.910,0.010,0.440,24.080,-35.130,-1.220
63721419184,63721.419184,2.050316,0.920,0.000,0.420,24.960,-43.560,-0.020
63721425137,63721.425137,2.056269,0.920,0.010,0.420,27.150,-50.430,-0.950
63721432199,63721.432199,2.063331,0.930,0.020,0.420,29.910,-56.660,-2.700
63721438183,63721.438183,2.069315,0.930,0.030,0.410,31.850,-60.720,-4.600
63721446328,63721.446328,2.077460,0.950,0.030,0.420,33.100,-63.690,-5.310
63721455547,63721.455547,2.086679,0.970,0.030,0.410,33.280,-65.050,-4.560
63721462171,63721.462171,2.093303,0.980,0.040,0.410,33.300,-63.890,-3.910
63721468161,63721.468161,2.099293,0.990,0.050,0.430,33.160,-61.300,-2.990
63721474168,63721.474168,2.105300,0.990,0.050,0.440,32.780,-56.670,-1.880
63721480170,63721.480170,2.111302,1.000,0.040,0.440,31.590,-51.250,0.240
63721486511,63721.486511,2.117643,1.010,0.020,0.450,28.900,-45.590,2.950
63721494215,63721.494215,2.125347,1.010,0.010,0.440,25.630,-39.400,6.600
63721500183,63721.500183,2.131315,1.010,0.020,0.440,23.300,-36.670,7.590
63721508176,63721.508176,2.139308,1.010,0.040,0.430,21.540,-35.010,6.690
63721515180,63721.515180,2.146312,1.000,0.050,0.400,19.190,-34.870,3.950
63721522180,63721.522180,2.153312,0.980,0.020,0.390,17.790,-36.520,2.780
63721528250,63721.528250,2.159382,0.970,0.010,0.370,17.420,-38.850,2.950
63721534155,63721.534155,2.165287,0.960,0.030,0.360,17.790,-42.720,3.080
63721540140,63721.540140,2.171272,0.940,0.040,0.350,19.070,-48.050,3.340
63721546852,63721.546852,2.177984,0.950,0.030,0.340,21.650,-54.670,3.510
63721553173,63721.553173,2.184305,0.950,0.020,0.330,23.570,-59.970,4.310
63721561968,63721.561968,2.193100,0.960,0.020,0.340,24.470,-64.080,5.830
63721570176,63721.570176,2.201308,0.990,0.040,0.330,25.800,-67.220,7.310
63721576308,63721.576308,2.207440,0.990,0.040,0.340,25.400,-66.270,7.710
